"price","bedroom","sqft","bathroom","amenity_count","cityid","cityname","citypopulation"
2150,1,624,1,4,3,"Los Angeles",3849297
2295,2,1311,2,7,3,"Los Angeles",3849297
2525,2,1100,2,6,3,"Los Angeles",3849297
3695,2,1075,2,7,3,"Los Angeles",3849297
3502,2,1255,2,6,3,"Los Angeles",3849297
1700,0,425,1,4,3,"Los Angeles",3849297
2100,1,800,1,6,3,"Los Angeles",3849297
2395,0,735,1,5,3,"Los Angeles",3849297
1700,1,671,1,6,3,"Los Angeles",3849297
2570,1,750,1,5,3,"Los Angeles",3849297
2105,0,620,1,9,3,"Los Angeles",3849297
2308,1,585,1,5,3,"Los Angeles",3849297
2595,1,800,1,4,3,"Los Angeles",3849297
2799,2,1032,2.5,6,3,"Los Angeles",3849297
3595,1,700,1,6,3,"Los Angeles",3849297
1715,0,468,1,4,3,"Los Angeles",3849297
1950,1,580,1,8,3,"Los Angeles",3849297
2895,2,1000,1,4,3,"Los Angeles",3849297
1875,1,825,1,3,3,"Los Angeles",3849297
1995,2,1080,1.5,2,3,"Los Angeles",3849297
2495,1,680,1,5,3,"Los Angeles",3849297
2375,1,670,1,5,3,"Los Angeles",3849297
2065,1,627,1,7,3,"Los Angeles",3849297
2693,1,690,1,9,3,"Los Angeles",3849297
1999,1,727,1,7,3,"Los Angeles",3849297
3095,2,980,2,6,3,"Los Angeles",3849297
1795,0,350,1,3,3,"Los Angeles",3849297
1950,0,500,1,5,3,"Los Angeles",3849297
3700,2,1125,2,3,3,"Los Angeles",3849297
2195,1,700,1,7,3,"Los Angeles",3849297
2410,2,860,2,7,3,"Los Angeles",3849297
1725,1,700,1,5,3,"Los Angeles",3849297
1650,0,260,1,3,3,"Los Angeles",3849297
2395,1,725,1,5,3,"Los Angeles",3849297
1999,1,675,1,5,3,"Los Angeles",3849297
1675,0,460,1,4,3,"Los Angeles",3849297
2121,1,647,1,3,3,"Los Angeles",3849297
2612,2,842,2,3,3,"Los Angeles",3849297
2099,1,701,1,7,3,"Los Angeles",3849297
5008,2,1291,2,3,3,"Los Angeles",3849297
2645,1,810,1,8,3,"Los Angeles",3849297
1325,4,200,3,5,3,"Los Angeles",3849297
2695,2,740,2,7,3,"Los Angeles",3849297
2395,1,600,1,5,3,"Los Angeles",3849297
4025,2,1202,2,5,3,"Los Angeles",3849297
2550,2,1044,2,5,3,"Los Angeles",3849297
2210,1,560,1,4,3,"Los Angeles",3849297
2832,2,943,2,6,3,"Los Angeles",3849297
2890,2,1000,2,7,3,"Los Angeles",3849297
2455,0,450,1,6,3,"Los Angeles",3849297
1895,0,350,1,4,3,"Los Angeles",3849297
2628,1,730,1,8,3,"Los Angeles",3849297
2110,0,627,1,9,3,"Los Angeles",3849297
3230,2,1214,2,6,3,"Los Angeles",3849297
3299,2,984,2,3,3,"Los Angeles",3849297
3652,1,1021,1.5,3,3,"Los Angeles",3849297
3650,1,650,1,6,3,"Los Angeles",3849297
2495,1,600,1,7,3,"Los Angeles",3849297
2432,1,702,1,5,3,"Los Angeles",3849297
1700,0,396,1,6,3,"Los Angeles",3849297
2505,0,536,1,9,3,"Los Angeles",3849297
3600,3,1100,2,5,3,"Los Angeles",3849297
2695,1,800,1,6,3,"Los Angeles",3849297
1695,1,450,1,5,3,"Los Angeles",3849297
2300,2,979,1.5,6,3,"Los Angeles",3849297
2432,1,702,1,5,3,"Los Angeles",3849297
1995,1,700,1,4,3,"Los Angeles",3849297
2949,2,900,1.5,7,3,"Los Angeles",3849297
1850,1,573,1,5,3,"Los Angeles",3849297
2780,2,784,2,3,3,"Los Angeles",3849297
2300,1,600,1,6,3,"Los Angeles",3849297
2520,1,774,1,3,3,"Los Angeles",3849297
1705,1,630,1,3,3,"Los Angeles",3849297
2895,0,575,1,6,3,"Los Angeles",3849297
1750,1,640,1,3,3,"Los Angeles",3849297
2395,1,619,1,8,3,"Los Angeles",3849297
2495,2,940,2,8,3,"Los Angeles",3849297
2432,1,702,1,5,3,"Los Angeles",3849297
3850,2,1733,2.5,7,3,"Los Angeles",3849297
2445,1,852,1,9,3,"Los Angeles",3849297
1995,0,566,1,8,3,"Los Angeles",3849297
2305,1,660,1,5,3,"Los Angeles",3849297
2630,2,784,2,3,3,"Los Angeles",3849297
6995,4,1936,3,6,3,"Los Angeles",3849297
2137,2,836,2,7,3,"Los Angeles",3849297
2495,1,830,1,9,3,"Los Angeles",3849297
3635,2,967,2,9,3,"Los Angeles",3849297
3663,2,1071,2,9,3,"Los Angeles",3849297
3749,2,1025,1.5,7,3,"Los Angeles",3849297
2005,0,602,1,9,3,"Los Angeles",3849297
3028,2,1156,2,9,3,"Los Angeles",3849297
3800,2,1050,2,5,3,"Los Angeles",3849297
3366,2,1230,2.5,6,3,"Los Angeles",3849297
3550,2,1064,2,3,3,"Los Angeles",3849297
3550,2,950,1,5,3,"Los Angeles",3849297
2595,1,600,1,8,3,"Los Angeles",3849297
2520,1,644,1,9,3,"Los Angeles",3849297
5897,2,1290,2,10,3,"Los Angeles",3849297
1000,1,300,1,5,3,"Los Angeles",3849297
3899,4,1500,2,0,3,"Los Angeles",3849297
3200,3,1400,2,3,3,"Los Angeles",3849297
2600,2,919,1,5,3,"Los Angeles",3849297
1899,2,872,1,3,3,"Los Angeles",3849297
2495,1,847,1,7,3,"Los Angeles",3849297
5980,2,1250,2,10,3,"Los Angeles",3849297
1635,2,844,1,3,3,"Los Angeles",3849297
5980,2,1250,2,10,3,"Los Angeles",3849297
3390,1,740,1,7,3,"Los Angeles",3849297
2143,2,836,2,7,3,"Los Angeles",3849297
2095,1,800,1,6,3,"Los Angeles",3849297
2195,1,825,1,6,3,"Los Angeles",3849297
2650,2,1050,2,6,3,"Los Angeles",3849297
2185,0,600,1,8,3,"Los Angeles",3849297
1875,1,625,1,5,3,"Los Angeles",3849297
1878,1,704,1,3,3,"Los Angeles",3849297
1590,0,427,1,8,3,"Los Angeles",3849297
2350,2,1050,1.5,3,3,"Los Angeles",3849297
5995,4,2500,4.5,5,3,"Los Angeles",3849297
2335,2,919,2,7,3,"Los Angeles",3849297
3150,1,800,1,7,3,"Los Angeles",3849297
1925,1,700,1,7,3,"Los Angeles",3849297
1612,0,575,1,3,3,"Los Angeles",3849297
2735,2,914,2,9,3,"Los Angeles",3849297
2185,1,819,1,9,3,"Los Angeles",3849297
1737,0,575,1,3,3,"Los Angeles",3849297
2915,2,979,2,3,3,"Los Angeles",3849297
1900,1,550,1,4,3,"Los Angeles",3849297
2500,2,850,1,3,3,"Los Angeles",3849297
1825,1,700,1,6,3,"Los Angeles",3849297
2325,0,475,1,3,3,"Los Angeles",3849297
1875,1,750,1,3,3,"Los Angeles",3849297
3995,4,1400,2,5,3,"Los Angeles",3849297
2939,2,1533,2,8,3,"Los Angeles",3849297
7900,4,2301,3.5,6,3,"Los Angeles",3849297
2895,1,1100,1,5,3,"Los Angeles",3849297
7988,4,3497,3.5,4,3,"Los Angeles",3849297
3550,2,950,1,5,3,"Los Angeles",3849297
3995,0,600,1,4,3,"Los Angeles",3849297
5425,3,1408,2,5,3,"Los Angeles",3849297
2357,1,656,1,3,3,"Los Angeles",3849297
3813,0,1391,1,3,3,"Los Angeles",3849297
2895,1,750,1,6,3,"Los Angeles",3849297
4999,2,2000,2.5,7,3,"Los Angeles",3849297
2285,1,553,1,6,3,"Los Angeles",3849297
2457,2,1140,1.5,3,3,"Los Angeles",3849297
1350,0,100,1,0,3,"Los Angeles",3849297
3310,1,662,1,9,3,"Los Angeles",3849297
3206,1,698,1,3,3,"Los Angeles",3849297
3250,2,901,2,7,3,"Los Angeles",3849297
2995,2,1000,2,6,3,"Los Angeles",3849297
1350,1,674,1,8,3,"Los Angeles",3849297
4300,4,2300,3,5,3,"Los Angeles",3849297
2700,2,969,2,6,3,"Los Angeles",3849297
3664,2,886,2,10,3,"Los Angeles",3849297
2280,0,650,1,8,3,"Los Angeles",3849297
1895,1,540,1,7,3,"Los Angeles",3849297
4995,4,2400,5,5,3,"Los Angeles",3849297
20000,3,2571,2.5,7,3,"Los Angeles",3849297
2966,1,720,1,8,3,"Los Angeles",3849297
12795,2,1412,2,7,3,"Los Angeles",3849297
2578,1,730,1,8,3,"Los Angeles",3849297
2600,1,750,1,5,3,"Los Angeles",3849297
3345,2,750,1,3,3,"Los Angeles",3849297
2453,0,486,1,5,3,"Los Angeles",3849297
2300,1,687,1,3,3,"Los Angeles",3849297
4100,3,1454,2.5,8,3,"Los Angeles",3849297
3695,2,1075,2,7,3,"Los Angeles",3849297
2830,1,866,2,7,3,"Los Angeles",3849297
2814,2,1409,2,8,3,"Los Angeles",3849297
1720,1,525,1,3,3,"Los Angeles",3849297
3499,3,1200,2,7,3,"Los Angeles",3849297
2703,2,1037,2,6,3,"Los Angeles",3849297
3234,1,682,1,9,3,"Los Angeles",3849297
2553,1,890,1,5,3,"Los Angeles",3849297
5654,2,1215,2,9,3,"Los Angeles",3849297
2400,0,522,1,8,3,"Los Angeles",3849297
1775,1,589,1,6,3,"Los Angeles",3849297
3795,1,700,1,3,3,"Los Angeles",3849297
3310,1,570,1,7,3,"Los Angeles",3849297
2800,2,840,2,7,3,"Los Angeles",3849297
2495,2,945,2,8,3,"Los Angeles",3849297
2495,1,600,1,7,3,"Los Angeles",3849297
3575,2,1137,2,8,3,"Los Angeles",3849297
3285,1,740,1,7,3,"Los Angeles",3849297
2090,1,775,1,5,3,"Los Angeles",3849297
3750,2,875,2,10,3,"Los Angeles",3849297
2249,3,1136,2,3,3,"Los Angeles",3849297
2345,1,823,1,8,3,"Los Angeles",3849297
2492,1,902,1,5,3,"Los Angeles",3849297
2495,1,680,1,5,3,"Los Angeles",3849297
2400,1,711,1,8,3,"Los Angeles",3849297
1750,1,300,1,3,3,"Los Angeles",3849297
4390,3,1282,2,5,3,"Los Angeles",3849297
1950,1,650,1,4,3,"Los Angeles",3849297
3387,2,1123,2,6,3,"Los Angeles",3849297
2050,1,754,1,5,3,"Los Angeles",3849297
2925,1,710,1,6,3,"Los Angeles",3849297
3025,2,1140,2,6,3,"Los Angeles",3849297
2445,0,481,1,7,3,"Los Angeles",3849297
1595,1,644,1,3,3,"Los Angeles",3849297
3752,2,1205,2,9,3,"Los Angeles",3849297
1849,0,276,1,3,3,"Los Angeles",3849297
2685,1,740,1,9,3,"Los Angeles",3849297
2880,1,664,1,3,3,"Los Angeles",3849297
1700,0,390,1,7,3,"Los Angeles",3849297
2415,1,654,1,8,3,"Los Angeles",3849297
2706,3,1383,2,8,3,"Los Angeles",3849297
2195,1,800,1,7,3,"Los Angeles",3849297
4300,4,2300,3,5,3,"Los Angeles",3849297
1795,0,500,1,6,3,"Los Angeles",3849297
4995,4,2400,5,5,3,"Los Angeles",3849297
1750,1,640,1,3,3,"Los Angeles",3849297
3640,3,1296,2,7,3,"Los Angeles",3849297
2600,1,750,1,5,3,"Los Angeles",3849297
2895,1,1100,1,5,3,"Los Angeles",3849297
3295,1,700,1,8,3,"Los Angeles",3849297
2398,1,567,1,7,3,"Los Angeles",3849297
3850,2,1733,2.5,8,3,"Los Angeles",3849297
3276,2,1183,2,7,3,"Los Angeles",3849297
2895,1,1100,1,5,3,"Los Angeles",3849297
2200,1,625,1,9,3,"Los Angeles",3849297
3595,1,650,1,6,3,"Los Angeles",3849297
2775,1,698,1,6,3,"Los Angeles",3849297
2790,1,717,1,7,3,"Los Angeles",3849297
4500,2,1402,2,8,3,"Los Angeles",3849297
2897,2,916,2,6,3,"Los Angeles",3849297
2418,2,1018,2.5,3,3,"Los Angeles",3849297
2660,2,762,1,6,3,"Los Angeles",3849297
2600,1,750,1,4,3,"Los Angeles",3849297
4313,3,1649,2.5,6,3,"Los Angeles",3849297
2817,1,740,1,9,3,"Los Angeles",3849297
2250,1,675,1,5,3,"Los Angeles",3849297
3443,2,1048,2,7,3,"Los Angeles",3849297
1925,1,700,1,7,3,"Los Angeles",3849297
2771,2,980,1,7,3,"Los Angeles",3849297
2654,2,792,2,8,3,"Los Angeles",3849297
3299,2,1150,2,6,3,"Los Angeles",3849297
1799,1,483,1,6,3,"Los Angeles",3849297
2290,0,475,1,3,3,"Los Angeles",3849297
2575,1,598,1,8,3,"Los Angeles",3849297
3300,2,950,2,7,3,"Los Angeles",3849297
4840,1,686,1,8,3,"Los Angeles",3849297
1815,1,700,1,6,3,"Los Angeles",3849297
2595,1,800,1,4,3,"Los Angeles",3849297
2150,1,650,1,8,3,"Los Angeles",3849297
2220,0,512,1,7,3,"Los Angeles",3849297
1340,0,250,1,3,3,"Los Angeles",3849297
4500,3,1550,2,4,3,"Los Angeles",3849297
3885,1,1410,1.5,9,3,"Los Angeles",3849297
1975,1,650,1,8,3,"Los Angeles",3849297
3239,1,602,1,8,3,"Los Angeles",3849297
2695,1,800,1,6,3,"Los Angeles",3849297
3800,2,971,2,7,3,"Los Angeles",3849297
1955,1,470,1,3,3,"Los Angeles",3849297
3165,2,1179,2,3,3,"Los Angeles",3849297
2612,1,755,1,9,3,"Los Angeles",3849297
2431,3,1049,2,3,3,"Los Angeles",3849297
2415,2,967,2,7,3,"Los Angeles",3849297
2040,1,750,1,7,3,"Los Angeles",3849297
2925,1,620,1,8,3,"Los Angeles",3849297
2518,0,600,1,10,3,"Los Angeles",3849297
2325,2,850,2,5,3,"Los Angeles",3849297
2175,3,1058,2,7,3,"Los Angeles",3849297
3424,2,1152,2,8,3,"Los Angeles",3849297
3595,2,1287,2,5,3,"Los Angeles",3849297
2535,0,460,1,3,3,"Los Angeles",3849297
3485,2,1354,2.5,6,3,"Los Angeles",3849297
2125,2,805,1,5,3,"Los Angeles",3849297
2175,3,1058,2,7,3,"Los Angeles",3849297
3830,2,1050,2,8,3,"Los Angeles",3849297
2480,2,860,1.5,7,3,"Los Angeles",3849297
3125,2,984,2,3,3,"Los Angeles",3849297
3590,5,2960,3,5,3,"Los Angeles",3849297
2375,3,2298,3,7,3,"Los Angeles",3849297
2903,1,872,1,6,3,"Los Angeles",3849297
2175,3,1058,2,7,3,"Los Angeles",3849297
3055,2,1050,2,7,3,"Los Angeles",3849297
2382,1,775,1,7,3,"Los Angeles",3849297
2175,3,1058,2,7,3,"Los Angeles",3849297
2035,1,627,1,7,3,"Los Angeles",3849297
5528,2,1317,2,9,3,"Los Angeles",3849297
2175,3,1058,2,7,3,"Los Angeles",3849297
2675,2,1008,2,3,3,"Los Angeles",3849297
1849,1,588,1,3,3,"Los Angeles",3849297
2440,1,710,1,6,3,"Los Angeles",3849297
2652,1,807,1,6,3,"Los Angeles",3849297
4835,2,985,2,7,3,"Los Angeles",3849297
2231,0,575,1,9,3,"Los Angeles",3849297
1987,0,495,1,9,3,"Los Angeles",3849297
1930,1,600,1,8,3,"Los Angeles",3849297
2278,1,585,1,5,3,"Los Angeles",3849297
2600,2,919,1,5,3,"Los Angeles",3849297
1695,1,588,1,4,3,"Los Angeles",3849297
2375,5,637,1,9,3,"Los Angeles",3849297
950,1,140,1,5,3,"Los Angeles",3849297
2648,1,900,1,8,3,"Los Angeles",3849297
4595,2,1200,2,5,3,"Los Angeles",3849297
1945,1,780,1,5,3,"Los Angeles",3849297
2165,0,419,1,6,3,"Los Angeles",3849297
1959,1,628,1,7,3,"Los Angeles",3849297
2495,2,875,1,6,3,"Los Angeles",3849297
2800,2,945,2,6,3,"Los Angeles",3849297
3070,1,680,1,7,3,"Los Angeles",3849297
2600,1,750,1,4,3,"Los Angeles",3849297
2525,2,867,2,5,3,"Los Angeles",3849297
1895,1,900,1,3,3,"Los Angeles",3849297
1849,0,350,1,5,3,"Los Angeles",3849297
2275,2,700,1,6,3,"Los Angeles",3849297
3194,2,983,2,3,3,"Los Angeles",3849297
1825,1,849,1,3,3,"Los Angeles",3849297
1650,1,600,1,0,3,"Los Angeles",3849297
1699,1,600,1,6,3,"Los Angeles",3849297
2000,2,640,1,6,3,"Los Angeles",3849297
2430,2,919,1,5,3,"Los Angeles",3849297
2521,1,641,1,8,3,"Los Angeles",3849297
1871,0,440,1,6,3,"Los Angeles",3849297
2695,1,721,1,6,3,"Los Angeles",3849297
2599,2,951,2,7,3,"Los Angeles",3849297
2082,1,667,1,3,3,"Los Angeles",3849297
1795,1,850,1,8,3,"Los Angeles",3849297
2495,1,680,1,5,3,"Los Angeles",3849297
1295,0,300,1,0,3,"Los Angeles",3849297
2595,1,951,2,5,3,"Los Angeles",3849297
1900,2,896,1.5,6,3,"Los Angeles",3849297
2336,0,445,1,5,3,"Los Angeles",3849297
3396,2,1140,2.5,3,3,"Los Angeles",3849297
1819,0,429,1,6,3,"Los Angeles",3849297
1900,1,875,1,6,3,"Los Angeles",3849297
1750,0,600,1,6,3,"Los Angeles",3849297
2650,1,600,1,5,3,"Los Angeles",3849297
3195,2,1450,2,6,3,"Los Angeles",3849297
2365,1,650,1,2,3,"Los Angeles",3849297
2307,1,721,1,3,3,"Los Angeles",3849297
4495,3,1800,2.5,4,3,"Los Angeles",3849297
2331,1,382,1,6,3,"Los Angeles",3849297
1995,0,475,1,4,3,"Los Angeles",3849297
2450,2,900,2,7,3,"Los Angeles",3849297
3142,2,1038,2,4,3,"Los Angeles",3849297
1600,1,589,1,4,3,"Los Angeles",3849297
2600,2,1100,2,4,3,"Los Angeles",3849297
2395,1,951,1.5,5,3,"Los Angeles",3849297
1929,1,625,1,8,3,"Los Angeles",3849297
2995,2,850,1,3,3,"Los Angeles",3849297
8500,5,2905,4,5,3,"Los Angeles",3849297
4995,4,2400,5,5,3,"Los Angeles",3849297
1795,1,850,1,8,3,"Los Angeles",3849297
1825,0,400,1,6,3,"Los Angeles",3849297
2195,1,800,1,6,3,"Los Angeles",3849297
2360,0,625,1,8,3,"Los Angeles",3849297
1795,1,400,1,5,3,"Los Angeles",3849297
2595,1,600,1,8,3,"Los Angeles",3849297
1900,1,875,1,7,3,"Los Angeles",3849297
2014,0,357,1,7,3,"Los Angeles",3849297
2616,2,798,2,3,3,"Los Angeles",3849297
2898,0,592,1,3,3,"Los Angeles",3849297
2635,1,808,1,2,3,"Los Angeles",3849297
6000,3,2860,1,6,3,"Los Angeles",3849297
2800,2,860,1,6,3,"Los Angeles",3849297
4073,2,1033,2,3,3,"Los Angeles",3849297
2300,1,700,1,6,3,"Los Angeles",3849297
2951,2,955,2,6,3,"Los Angeles",3849297
1545,0,370,1,7,3,"Los Angeles",3849297
2700,1,900,1,3,3,"Los Angeles",3849297
2895,1,1100,1,5,3,"Los Angeles",3849297
4144,2,1033,2,9,3,"Los Angeles",3849297
1895,1,750,1,6,3,"Los Angeles",3849297
1554,0,550,1,5,3,"Los Angeles",3849297
1842,0,352,1,5,3,"Los Angeles",3849297
2100,1,800,1,6,3,"Los Angeles",3849297
5300,2,900,2,3,3,"Los Angeles",3849297
1350,1,674,1,8,3,"Los Angeles",3849297
1900,1,875,1,7,3,"Los Angeles",3849297
1450,1,1500,1,6,3,"Los Angeles",3849297
1995,1,536,1,8,3,"Los Angeles",3849297
1725,0,575,1,6,3,"Los Angeles",3849297
3300,3,1203,2.5,7,3,"Los Angeles",3849297
2650,2,1081,2,6,3,"Los Angeles",3849297
3164,2,1179,2,3,3,"Los Angeles",3849297
3292,1,870,1,5,3,"Los Angeles",3849297
3815,2,1166,2,7,3,"Los Angeles",3849297
2801,2,1158,2,9,3,"Los Angeles",3849297
3815,2,1166,2,7,3,"Los Angeles",3849297
2225,1,682,1,3,3,"Los Angeles",3849297
1900,1,875,1,7,3,"Los Angeles",3849297
1900,1,875,1,7,3,"Los Angeles",3849297
2754,2,1295,2,3,3,"Los Angeles",3849297
1595,2,895,2,6,3,"Los Angeles",3849297
2150,1,624,1,4,3,"Los Angeles",3849297
1700,0,425,1,4,3,"Los Angeles",3849297
2395,0,735,1,5,3,"Los Angeles",3849297
2695,1,800,1,6,3,"Los Angeles",3849297
2195,1,700,1,4,3,"Los Angeles",3849297
3658,2,1191,2,7,3,"Los Angeles",3849297
3600,1,750,1,5,3,"Los Angeles",3849297
3236,2,1200,2,6,3,"Los Angeles",3849297
4196,2,1218,2,9,3,"Los Angeles",3849297
2342,1,656,1,3,3,"Los Angeles",3849297
2295,1,700,1,8,3,"Los Angeles",3849297
2719,2,943,2,3,3,"Los Angeles",3849297
2795,2,850,2,4,3,"Los Angeles",3849297
2942,1,800,1,5,3,"Los Angeles",3849297
4295,2,1232,2,6,3,"Los Angeles",3849297
1954,1,588,1,4,3,"Los Angeles",3849297
1725,1,635,1,3,3,"Los Angeles",3849297
1850,1,675,1,3,3,"Los Angeles",3849297
1895,1,500,1,4,3,"Los Angeles",3849297
2300,1,772,1,3,3,"Los Angeles",3849297
2840,2,972,2,3,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
1900,1,875,1,7,3,"Los Angeles",3849297
2172,1,723,1,5,3,"Los Angeles",3849297
2085,1,680,1,7,3,"Los Angeles",3849297
5490,3,1369,3,9,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
1615,0,400,1,3,3,"Los Angeles",3849297
2520,2,784,2,3,3,"Los Angeles",3849297
2550,1,750,1,5,3,"Los Angeles",3849297
2795,2,1020,2,6,3,"Los Angeles",3849297
3065,1,710,1,5,3,"Los Angeles",3849297
1615,0,400,1,3,3,"Los Angeles",3849297
1635,2,844,1,3,3,"Los Angeles",3849297
2358,1,726,1,8,3,"Los Angeles",3849297
2659,1,712,1,7,3,"Los Angeles",3849297
3713,1,720,1,7,3,"Los Angeles",3849297
2969,2,983,2,8,3,"Los Angeles",3849297
1895,1,633,1,5,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
1650,0,260,1,3,3,"Los Angeles",3849297
1995,1,700,1,5,3,"Los Angeles",3849297
5995,4,2800,3.5,6,3,"Los Angeles",3849297
1350,0,450,1,5,3,"Los Angeles",3849297
1615,0,400,1,3,3,"Los Angeles",3849297
1999,1,675,1,5,3,"Los Angeles",3849297
1638,1,695,1,7,3,"Los Angeles",3849297
1675,0,460,1,4,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
3080,3,1166,2,6,3,"Los Angeles",3849297
2269,1,721,1,3,3,"Los Angeles",3849297
2549,1,751,1,5,3,"Los Angeles",3849297
1650,1,719,1,3,3,"Los Angeles",3849297
2121,1,500,1,7,3,"Los Angeles",3849297
2140,2,836,2,7,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
2750,2,945,2,3,3,"Los Angeles",3849297
2350,0,525,1,6,3,"Los Angeles",3849297
3660,2,1064,2,6,3,"Los Angeles",3849297
2935,3,1166,2,6,3,"Los Angeles",3849297
2572,1,750,1,7,3,"Los Angeles",3849297
1450,1,1500,1,2,3,"Los Angeles",3849297
2249,1,763,1,5,3,"Los Angeles",3849297
2369,1,792,1,3,3,"Los Angeles",3849297
2235,0,352,1,5,3,"Los Angeles",3849297
4550,2,1682,2,3,3,"Los Angeles",3849297
3600,2,1265,2,3,3,"Los Angeles",3849297
4999,2,1400,2,5,3,"Los Angeles",3849297
2095,0,450,1,7,3,"Los Angeles",3849297
1650,0,533,1,7,3,"Los Angeles",3849297
1525,0,365,1,7,3,"Los Angeles",3849297
2690,1,659,1,6,3,"Los Angeles",3849297
1780,0,430,1,10,3,"Los Angeles",3849297
6708,3,1553,3,9,3,"Los Angeles",3849297
3595,1,700,1,6,3,"Los Angeles",3849297
2660,2,996,2,6,3,"Los Angeles",3849297
2308,1,585,1,5,3,"Los Angeles",3849297
2121,2,860,2,3,3,"Los Angeles",3849297
2895,2,775,1,6,3,"Los Angeles",3849297
2619,1,672,1,9,3,"Los Angeles",3849297
1895,0,350,1,4,3,"Los Angeles",3849297
2299,1,725,1,3,3,"Los Angeles",3849297
1999,1,727,1,5,3,"Los Angeles",3849297
2690,2,990,2,7,3,"Los Angeles",3849297
2015,2,725,2,6,3,"Los Angeles",3849297
1650,1,719,1,2,3,"Los Angeles",3849297
2330,2,822,2,7,3,"Los Angeles",3849297
4995,3,1928,2.5,7,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
1925,1,734,1,6,3,"Los Angeles",3849297
2595,1,800,1,4,3,"Los Angeles",3849297
1660,2,950,1,3,3,"Los Angeles",3849297
4995,4,1900,3,5,3,"Los Angeles",3849297
3700,2,1125,2,3,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
1725,2,822,2,6,3,"Los Angeles",3849297
1929,1,625,1,8,3,"Los Angeles",3849297
2545,1,800,1,7,3,"Los Angeles",3849297
4850,5,1764,3,6,3,"Los Angeles",3849297
2795,2,1100,2,6,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
2099,1,701,1,7,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
3478,2,1176,2.5,6,3,"Los Angeles",3849297
2670,2,1118,2,3,3,"Los Angeles",3849297
1810,0,450,1,6,3,"Los Angeles",3849297
1955,1,470,1,3,3,"Los Angeles",3849297
2995,3,1100,2,7,3,"Los Angeles",3849297
1950,0,500,1,5,3,"Los Angeles",3849297
2645,1,810,1,8,3,"Los Angeles",3849297
2675,2,1008,2,3,3,"Los Angeles",3849297
2850,2,1053,2,8,3,"Los Angeles",3849297
2195,1,650,1,4,3,"Los Angeles",3849297
2949,1,667,1,3,3,"Los Angeles",3849297
2695,2,740,2,7,3,"Los Angeles",3849297
1725,0,605,1,5,3,"Los Angeles",3849297
1750,1,640,1,3,3,"Los Angeles",3849297
1955,1,470,1,3,3,"Los Angeles",3849297
2195,1,652,1,7,3,"Los Angeles",3849297
3850,2,1733,2.5,7,3,"Los Angeles",3849297
3895,1,750,1,6,3,"Los Angeles",3849297
2675,2,1008,2,3,3,"Los Angeles",3849297
2299,1,725,1,3,3,"Los Angeles",3849297
2127,2,997,2,7,3,"Los Angeles",3849297
3250,2,819,1,5,3,"Los Angeles",3849297
2850,2,1053,2,8,3,"Los Angeles",3849297
3695,2,1075,2,7,3,"Los Angeles",3849297
2092,1,776,1,8,3,"Los Angeles",3849297
1525,0,365,1,7,3,"Los Angeles",3849297
1795,0,350,1,3,3,"Los Angeles",3849297
2659,1,712,1,7,3,"Los Angeles",3849297
2450,0,457,1,5,3,"Los Angeles",3849297
2185,1,819,1,9,3,"Los Angeles",3849297
3377,2,1038,2,4,3,"Los Angeles",3849297
2999,3,1100,2,5,3,"Los Angeles",3849297
2495,1,600,1,7,3,"Los Angeles",3849297
1525,0,365,1,7,3,"Los Angeles",3849297
1850,1,675,1,3,3,"Los Angeles",3849297
2400,1,700,1,6,3,"Los Angeles",3849297
2762,2,858,2,3,3,"Los Angeles",3849297
2772,2,858,2,3,3,"Los Angeles",3849297
2400,2,1050,2,7,4,"Boston",654776
1550,0,400,1,6,4,"Boston",654776
3000,3,1188,2,6,4,"Boston",654776
1675,1,675,1,4,4,"Boston",654776
5000,3,2200,3,7,4,"Boston",654776
3799,1,730,1,7,4,"Boston",654776
3799,1,755,1,9,4,"Boston",654776
1945,1,721,1,5,4,"Boston",654776
1861,1,730,1,5,4,"Boston",654776
2964,1,915,1,5,4,"Boston",654776
3175,2,1351,2,5,4,"Boston",654776
2566,2,1063,1,5,4,"Boston",654776
3760,2,1598,2,5,4,"Boston",654776
3099,2,1380,2,5,4,"Boston",654776
4999,2,1017,1,5,4,"Boston",654776
2896,1,830,1,5,4,"Boston",654776
2731,1,965,1,5,4,"Boston",654776
3452,1,568,1,7,4,"Boston",654776
2898,2,1113,2,3,4,"Boston",654776
4977,2,1222,2,5,4,"Boston",654776
2114,1,719,1,5,4,"Boston",654776
2561,1,747,1,5,4,"Boston",654776
2623,1,640,1,8,4,"Boston",654776
2445,0,475,1,8,4,"Boston",654776
4125,1,690,1,9,4,"Boston",654776
3900,3,995,1,4,4,"Boston",654776
