"price","bedroom","sqft","bathroom","amenity_count","cityid","cityname","citypopulation"
389,1,"398","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"398","1",8,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1387,1,"740","1",3,5,"Chandler",279458
389,1,"398","1",7,5,"Chandler",279458
1987,3,"1200","2",8,5,"Chandler",279458
1869,2,"1042","2",6,5,"Chandler",279458
1802,3,"1204","2",6,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1395,2,"1049","2",5,5,"Chandler",279458
1199,1,"660","1",6,5,"Chandler",279458
1450,2,"961","2",7,5,"Chandler",279458
1587,2,"950","2",8,5,"Chandler",279458
1785,3,"1232","2",3,5,"Chandler",279458
1755,2,"1167","2",5,5,"Chandler",279458
1695,2,"1062","2",6,5,"Chandler",279458
2203,3,"1239","2",3,5,"Chandler",279458
1550,2,"1006","2",7,5,"Chandler",279458
1370,1,"681","1",3,5,"Chandler",279458
1475,2,"1009","2",7,5,"Chandler",279458
1597,1,"940","1",3,5,"Chandler",279458
2203,3,"1320","2",3,5,"Chandler",279458
1771,2,"1121","2",3,5,"Chandler",279458
1548,0,"546","1",8,5,"Chandler",279458
1637,2,"1067","2",3,5,"Chandler",279458
1397,1,"681","1",3,5,"Chandler",279458
1564,1,"689","1",3,5,"Chandler",279458
1499,2,"900","2",7,5,"Chandler",279458
1802,1,"1138","1",6,5,"Chandler",279458
1775,2,"1134","2",2,5,"Chandler",279458
1640,2,"1000","2",8,5,"Chandler",279458
1724,2,"1121","2",3,5,"Chandler",279458
2177,1,"1138","1",6,5,"Chandler",279458
1743,1,"800","1",8,5,"Chandler",279458
1507,2,"1067","2",3,5,"Chandler",279458
1714,2,"1042","2",6,5,"Chandler",279458
1484,2,"1067","2",3,5,"Chandler",279458
2087,3,"1320","2",3,5,"Chandler",279458
1356,1,"732","1",5,5,"Chandler",279458
1846,2,"1147","2",5,5,"Chandler",279458
1370,1,"681","1",3,5,"Chandler",279458
1807,3,"1204","2",7,5,"Chandler",279458
1350,1,"600","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1755,2,"1167","2",5,5,"Chandler",279458
1598,2,"1054","2",3,5,"Chandler",279458
1515,2,"1009","2",7,5,"Chandler",279458
1200,0,"450","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1563,2,"960","2",3,5,"Chandler",279458
1487,1,"920","1",8,5,"Chandler",279458
1802,3,"1204","2",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1426,1,"689","1",3,5,"Chandler",279458
1818,1,"909","1",3,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
385,1,"395","1",7,5,"Chandler",279458
2000,3,"1696","2",7,5,"Chandler",279458
389,1,"398","1",7,5,"Chandler",279458
1781,2,"948","2",9,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1424,1,"867","1",6,5,"Chandler",279458
1599,2,"1067","2",3,5,"Chandler",279458
1568,2,"939","2",3,5,"Chandler",279458
2794,3,"1361","2",7,5,"Chandler",279458
1799,2,"1076","2",6,5,"Chandler",279458
1426,1,"689","1",3,5,"Chandler",279458
1370,1,"681","1",3,5,"Chandler",279458
1648,2,"1003","2",7,5,"Chandler",279458
1375,1,"605","1",7,5,"Chandler",279458
1975,3,"1194","2",7,5,"Chandler",279458
1834,2,"1121","2",6,5,"Chandler",279458
2025,3,"1239","2",3,5,"Chandler",279458
1799,2,"1263","2.5",7,5,"Chandler",279458
1553,2,"1152","2",3,5,"Chandler",279458
1579,1,"919","1",7,5,"Chandler",279458
1295,1,"688","1",5,5,"Chandler",279458
1585,2,"825","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1399,2,"811","1",3,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
3095,4,"1750","2",6,5,"Chandler",279458
1973,1,"850","1",8,5,"Chandler",279458
1668,2,"977","2",6,5,"Chandler",279458
1700,2,"960","2",6,5,"Chandler",279458
1775,2,"1134","2",2,5,"Chandler",279458
1350,2,"900","1",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
2116,3,"1239","2",3,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1628,2,"960","2",3,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1824,2,"950","2",8,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1470,1,"730","1",8,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1585,3,"1232","2",3,5,"Chandler",279458
1507,2,"1067","2",3,5,"Chandler",279458
1759,3,"1232","2",3,5,"Chandler",279458
389,1,"398","1",8,5,"Chandler",279458
389,1,"395","1",4,5,"Chandler",279458
1330,1,"740","1",3,5,"Chandler",279458
1979,2,"1182","2",5,5,"Chandler",279458
1603,2,"996","2",7,5,"Chandler",279458
1356,1,"732","1",6,5,"Chandler",279458
1836,1,"800","1",8,5,"Chandler",279458
1989,2,"1045","2",8,5,"Chandler",279458
1583,2,"980","2",3,5,"Chandler",279458
2175,3,"1444","2",7,5,"Chandler",279458
1250,1,"744","1",7,5,"Chandler",279458
1645,2,"982","2",5,5,"Chandler",279458
1857,2,"1121","2",3,5,"Chandler",279458
1325,1,"600","1",5,5,"Chandler",279458
1654,1,"850","1",6,5,"Chandler",279458
1315,1,"711","1",7,5,"Chandler",279458
1755,2,"1167","2",5,5,"Chandler",279458
1540,1,"792","1",3,5,"Chandler",279458
1354,1,"732","1",7,5,"Chandler",279458
1518,1,"794","1",6,5,"Chandler",279458
1269,1,"731","1",6,5,"Chandler",279458
1792,2,"1121","2",3,5,"Chandler",279458
1500,1,"689","1",3,5,"Chandler",279458
1775,2,"1134","2",2,5,"Chandler",279458
1275,1,"713","1",7,5,"Chandler",279458
1397,1,"720","1",3,5,"Chandler",279458
1275,1,"720","1",7,5,"Chandler",279458
1598,1,"711","1",3,5,"Chandler",279458
2148,3,"1066","2",9,5,"Chandler",279458
1785,3,"1232","2",3,5,"Chandler",279458
1299,1,"550","1",5,5,"Chandler",279458
2023,2,"1252","2",5,5,"Chandler",279458
1597,2,"960","2",3,5,"Chandler",279458
2286,3,"1293","2",3,5,"Chandler",279458
1651,2,"1003","2",6,5,"Chandler",279458
1486,1,"740","1",3,5,"Chandler",279458
2900,2,"1700","2",4,5,"Chandler",279458
1598,2,"1054","2",3,5,"Chandler",279458
1475,2,"1009","2",7,5,"Chandler",279458
1792,3,"1195","2",3,5,"Chandler",279458
1539,2,"980","2",3,5,"Chandler",279458
1599,2,"980","2",3,5,"Chandler",279458
1365,1,"720","1",3,5,"Chandler",279458
1342,1,"740","1",3,5,"Chandler",279458
1425,1,"732","1",5,5,"Chandler",279458
1897,2,"1042","2",6,5,"Chandler",279458
1475,2,"808","2",7,5,"Chandler",279458
1534,1,"742","1",6,5,"Chandler",279458
1869,2,"1260","2",6,5,"Chandler",279458
1559,1,"740","1",6,5,"Chandler",279458
1403,1,"732","1",7,5,"Chandler",279458
1350,1,"572","1",6,5,"Chandler",279458
1705,2,"925","2",5,5,"Chandler",279458
1959,2,"972","2",8,5,"Chandler",279458
1599,2,"1102","2",7,5,"Chandler",279458
2728,3,"1217","2",7,5,"Chandler",279458
1400,2,"950","2",6,5,"Chandler",279458
1450,2,"840","1",7,5,"Chandler",279458
2295,3,"1235","2",8,5,"Chandler",279458
1649,1,"768","1",2,5,"Chandler",279458
1395,1,"695","1",3,5,"Chandler",279458
2600,8,"4200","4",5,5,"Chandler",279458
1635,2,"1190","2",3,5,"Chandler",279458
2100,3,"1702","2",3,5,"Chandler",279458
1590,2,"1009","2",7,5,"Chandler",279458
1710,2,"1040","2",5,5,"Chandler",279458
1825,1,"768","1",3,5,"Chandler",279458
1599,2,"980","2",3,5,"Chandler",279458
1564,1,"689","1",3,5,"Chandler",279458
1550,2,"1009","2",7,5,"Chandler",279458
1568,2,"996","2",5,5,"Chandler",279458
1605,2,"983","2",5,5,"Chandler",279458
1925,2,"1134","2",3,5,"Chandler",279458
1429,1,"720","1",3,5,"Chandler",279458
1621,2,"811","1",3,5,"Chandler",279458
1775,2,"1134","2",3,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1999,2,"1134","2",2,5,"Chandler",279458
1385,1,"580","1",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
2199,3,"1100","2",6,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"398","1",7,5,"Chandler",279458
1625,2,"1144","2",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1550,2,"1009","2",7,5,"Chandler",279458
1590,2,"1009","2",7,5,"Chandler",279458
2595,4,"2744","2.5",7,5,"Chandler",279458
1590,2,"1009","2",7,5,"Chandler",279458
1397,1,"714","1",9,5,"Chandler",279458
1427,1,"681","1",3,5,"Chandler",279458
1750,2,"1000","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1500,2,"860","2",6,5,"Chandler",279458
2272,2,"1134","2",3,5,"Chandler",279458
1623,1,"920","1",8,5,"Chandler",279458
1499,2,"900","2",7,5,"Chandler",279458
2270,3,"1074","2",7,5,"Chandler",279458
2021,2,"1112","2",7,5,"Chandler",279458
2435,3,"1300","2",6,5,"Chandler",279458
1613,2,"954","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1785,3,"1232","2",3,5,"Chandler",279458
2025,2,"988","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1975,2,"1030","2",8,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1705,2,"1050","2",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1515,2,"1009","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
2125,3,"1200","2",6,5,"Chandler",279458
2385,3,"1450","2",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1350,1,"600","1",7,5,"Chandler",279458
1426,1,"689","1",3,5,"Chandler",279458
1553,2,"1190","2",3,5,"Chandler",279458
1899,2,"1187","2",8,5,"Chandler",279458
1568,2,"939","2",3,5,"Chandler",279458
1550,2,"1009","2",7,5,"Chandler",279458
1460,2,"811","2",3,5,"Chandler",279458
2185,3,"1450","2",6,5,"Chandler",279458
1548,1,"649","1",7,5,"Chandler",279458
1864,2,"1160","2",6,5,"Chandler",279458
1899,2,"1177","2",6,5,"Chandler",279458
1544,2,"1054","2",5,5,"Chandler",279458
1960,3,"1200","2",7,5,"Chandler",279458
1370,1,"681","1",3,5,"Chandler",279458
1475,2,"1009","2",7,5,"Chandler",279458
1588,2,"1054","2",5,5,"Chandler",279458
1517,1,"728","1",7,5,"Chandler",279458
1588,2,"1054","2",5,5,"Chandler",279458
2154,2,"1138","2",6,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
1377,1,"681","1",3,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"398","1",8,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1977,2,"1063","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1539,1,"670","1",6,5,"Chandler",279458
1933,2,"878","2",9,5,"Chandler",279458
2237,3,"1228","2",8,5,"Chandler",279458
1725,2,"988","2",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1575,1,"708","1",8,5,"Chandler",279458
3095,4,"1750","2",6,5,"Chandler",279458
1761,1,"737","1",6,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
2700,3,"1136","1.5",5,5,"Chandler",279458
1367,1,"681","1",3,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1640,2,"1000","2",8,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1303,1,"800","1",7,5,"Chandler",279458
2167,2,"1208","2",8,5,"Chandler",279458
1499,2,"900","2",7,5,"Chandler",279458
500,1,"1500","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
2640,4,"1850","2",6,5,"Chandler",279458
2630,3,"1350","2",6,5,"Chandler",279458
1673,2,"1150","2",8,5,"Chandler",279458
1613,2,"1053","2",7,5,"Chandler",279458
1799,2,"910","2",6,5,"Chandler",279458
1470,1,"730","1",7,5,"Chandler",279458
2362,3,"1228","2",8,5,"Chandler",279458
2410,2,"1212","2",5,5,"Chandler",279458
2260,2,"870","1.5",5,5,"Chandler",279458
2800,3,"1856","2.5",5,5,"Chandler",279458
1625,2,"1144","2",7,5,"Chandler",279458
1840,2,"850","2",5,5,"Chandler",279458
2213,3,"1345","2",6,5,"Chandler",279458
1599,2,"1067","2",3,5,"Chandler",279458
1730,1,"626","1",8,5,"Chandler",279458
1594,1,"711","1",3,5,"Chandler",279458
1475,1,"657","1",9,5,"Chandler",279458
2275,3,"1288","2",8,5,"Chandler",279458
1472,1,"832","1",3,5,"Chandler",279458
1500,2,"860","2",6,5,"Chandler",279458
1530,1,"760","1",9,5,"Chandler",279458
1760,2,"1076","2",9,5,"Chandler",279458
1760,2,"1076","2",9,5,"Chandler",279458
2435,3,"1300","2",6,5,"Chandler",279458
2270,3,"1074","2",7,5,"Chandler",279458
1350,1,"600","1",7,5,"Chandler",279458
1447,1,"882","1",8,5,"Chandler",279458
1544,1,"745","1",6,5,"Chandler",279458
1588,2,"1054","2",5,5,"Chandler",279458
1265,1,"782","1",7,5,"Chandler",279458
1403,1,"732","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
1700,3,"1300","1.5",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
389,1,"395","1",7,5,"Chandler",279458
389,1,"395","1",5,5,"Chandler",279458
825,1,"375","1",6,8,"Pittsburgh",300431
1350,2,"860","1",3,8,"Pittsburgh",300431
1695,2,"1035","1.5",3,8,"Pittsburgh",300431
1250,2,"570","1",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1660,1,"620","1",6,8,"Pittsburgh",300431
1495,2,"1050","2",5,8,"Pittsburgh",300431
1200,2,"1200","1",5,8,"Pittsburgh",300431
1200,2,"1200","1",5,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
2500,4,"500","2",6,8,"Pittsburgh",300431
1350,2,"860","1",3,8,"Pittsburgh",300431
2380,2,"925","1",6,8,"Pittsburgh",300431
3300,4,"1500","3.5",3,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1786,2,"1183","2",7,8,"Pittsburgh",300431
1650,3,"950","2",6,8,"Pittsburgh",300431
1250,1,"860","1",0,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1245,1,"750","1",5,8,"Pittsburgh",300431
825,1,"1","1",5,8,"Pittsburgh",300431
1450,2,"860","1",3,8,"Pittsburgh",300431
2785,2,"926","1",6,8,"Pittsburgh",300431
1695,2,"1035","1.5",3,8,"Pittsburgh",300431
1039,2,"700","1",3,8,"Pittsburgh",300431
1289,2,"850","1",3,8,"Pittsburgh",300431
1359,1,"650","1",4,8,"Pittsburgh",300431
2150,2,"1050","1",4,8,"Pittsburgh",300431
1999,2,"1350","1.5",4,8,"Pittsburgh",300431
1635,2,"700","1",4,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
2500,4,"500","2",6,8,"Pittsburgh",300431
1275,1,"640","1",3,8,"Pittsburgh",300431
2093,2,"1213","2",7,8,"Pittsburgh",300431
910,1,"550","1",6,8,"Pittsburgh",300431
960,1,"550","1",5,8,"Pittsburgh",300431
1375,2,"1300","2",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
910,1,"550","1",4,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
910,1,"550","1",6,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
960,1,"550","1",6,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
960,1,"550","1",5,8,"Pittsburgh",300431
980,1,"800","1",5,8,"Pittsburgh",300431
910,1,"800","1",5,8,"Pittsburgh",300431
980,1,"800","1",4,8,"Pittsburgh",300431
1695,2,"1035","1.5",3,8,"Pittsburgh",300431
960,1,"550","1",5,8,"Pittsburgh",300431
910,1,"550","1",5,8,"Pittsburgh",300431
1375,2,"1300","2",5,8,"Pittsburgh",300431
960,1,"550","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
950,1,"800","1",5,8,"Pittsburgh",300431
1375,2,"1300","2",5,8,"Pittsburgh",300431
1695,3,"820","2",6,8,"Pittsburgh",300431
2702,3,"1467","2",7,8,"Pittsburgh",300431
1628,1,"580","1",6,8,"Pittsburgh",300431
1420,2,"850","1",8,8,"Pittsburgh",300431
775,1,"470","1",6,8,"Pittsburgh",300431
1265,1,"750","1",5,8,"Pittsburgh",300431
1200,2,"1200","1",6,8,"Pittsburgh",300431
2200,2,"975","1",6,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
869,3,"726","1",3,8,"Pittsburgh",300431
1180,1,"640","1",3,8,"Pittsburgh",300431
1930,2,"1020","2",6,8,"Pittsburgh",300431
1695,4,"700","2",6,8,"Pittsburgh",300431
795,1,"1000","1",5,8,"Pittsburgh",300431
1280,2,"850","1",6,8,"Pittsburgh",300431
1795,4,"1075","2.5",6,8,"Pittsburgh",300431
2178,2,"1213","2",7,8,"Pittsburgh",300431
1250,2,"1000","1",3,8,"Pittsburgh",300431
975,2,"500","1",6,8,"Pittsburgh",300431
825,1,"1","1",5,8,"Pittsburgh",300431
1050,2,"800","1",7,8,"Pittsburgh",300431
2208,2,"1213","2",7,8,"Pittsburgh",300431
2785,2,"976","1",6,8,"Pittsburgh",300431
1125,3,"2660","1.5",6,8,"Pittsburgh",300431
1254,2,"665","1",6,8,"Pittsburgh",300431
1475,3,"1166","2",6,8,"Pittsburgh",300431
1495,2,"1050","2",5,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
889,2,"825","1",6,8,"Pittsburgh",300431
1563,1,"818","1",7,8,"Pittsburgh",300431
1180,1,"640","1",3,8,"Pittsburgh",300431
1200,3,"1300","1",6,8,"Pittsburgh",300431
1628,1,"580","1",6,8,"Pittsburgh",300431
1280,1,"776","1",7,8,"Pittsburgh",300431
1620,3,"1194","2",7,8,"Pittsburgh",300431
1900,3,"1321","2",7,8,"Pittsburgh",300431
1200,3,"1300","1",7,8,"Pittsburgh",300431
1955,2,"1020","2",6,8,"Pittsburgh",300431
925,2,"900","1",5,8,"Pittsburgh",300431
899,2,"900","1",5,8,"Pittsburgh",300431
1000,1,"800","1",4,8,"Pittsburgh",300431
1265,1,"750","1",3,8,"Pittsburgh",300431
925,2,"900","1",5,8,"Pittsburgh",300431
1695,1,"893","1",7,8,"Pittsburgh",300431
725,1,"650","1",5,8,"Pittsburgh",300431
1000,1,"1090","1",6,8,"Pittsburgh",300431
889,2,"800","1",6,8,"Pittsburgh",300431
889,2,"800","1",6,8,"Pittsburgh",300431
1395,2,"810","1",6,8,"Pittsburgh",300431
739,1,"650","1",6,8,"Pittsburgh",300431
1150,3,"1200","1",5,8,"Pittsburgh",300431
759,1,"700","1",6,8,"Pittsburgh",300431
1150,3,"1200","1",5,8,"Pittsburgh",300431
1200,2,"955","1",6,8,"Pittsburgh",300431
1200,3,"1300","1",6,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
1407,1,"573","1",7,8,"Pittsburgh",300431
795,2,"1000","1",4,8,"Pittsburgh",300431
825,3,"1200","1",3,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1695,3,"1200","1",6,8,"Pittsburgh",300431
1180,1,"640","1",3,8,"Pittsburgh",300431
1800,1,"745","1",6,8,"Pittsburgh",300431
1950,2,"1200","1",6,8,"Pittsburgh",300431
1795,4,"1075","2.5",6,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
1955,2,"1020","2",6,8,"Pittsburgh",300431
1265,1,"750","1",5,8,"Pittsburgh",300431
505,0,"426","1",3,8,"Pittsburgh",300431
2193,2,"1213","2",7,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
815,1,"500","1",6,8,"Pittsburgh",300431
2017,2,"1048","2",7,8,"Pittsburgh",300431
1595,1,"1080","1",6,8,"Pittsburgh",300431
1000,1,"463","1",3,8,"Pittsburgh",300431
895,1,"600","1",4,8,"Pittsburgh",300431
1050,2,"711","1",3,8,"Pittsburgh",300431
1000,1,"463","1",3,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
2175,2,"975","1",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1250,3,"1150","1.5",6,8,"Pittsburgh",300431
1867,2,"968","2",7,8,"Pittsburgh",300431
1195,3,"1754","1",5,8,"Pittsburgh",300431
799,0,"350","1",6,8,"Pittsburgh",300431
1555,2,"965","1",3,8,"Pittsburgh",300431
1450,2,"860","1",3,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
895,1,"625","1",6,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
1350,2,"860","1",3,8,"Pittsburgh",300431
1505,2,"965","1",3,8,"Pittsburgh",300431
2300,2,"925","1",6,8,"Pittsburgh",300431
3000,7,"2900","3",3,8,"Pittsburgh",300431
1515,2,"1050","2",3,8,"Pittsburgh",300431
1250,2,"570","1",6,8,"Pittsburgh",300431
1450,2,"860","1",8,8,"Pittsburgh",300431
1628,1,"580","1",6,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
1245,1,"750","1",5,8,"Pittsburgh",300431
1180,1,"640","1",8,8,"Pittsburgh",300431
1515,2,"1050","2",3,8,"Pittsburgh",300431
2500,4,"500","2",6,8,"Pittsburgh",300431
1295,3,"1040","2",5,8,"Pittsburgh",300431
1395,4,"1282","1",5,8,"Pittsburgh",300431
1295,3,"1344","1.5",5,8,"Pittsburgh",300431
1195,3,"1848","1.5",5,8,"Pittsburgh",300431
1195,3,"1144","1",5,8,"Pittsburgh",300431
1275,1,"640","1",3,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
2230,2,"975","1",6,8,"Pittsburgh",300431
1350,2,"860","1",3,8,"Pittsburgh",300431
1345,1,"750","1",3,8,"Pittsburgh",300431
1750,3,"1012","2",6,8,"Pittsburgh",300431
1515,2,"1050","2",3,8,"Pittsburgh",300431
1215,1,"640","1",3,8,"Pittsburgh",300431
875,1,"415","1",6,8,"Pittsburgh",300431
1605,1,"620","1",6,8,"Pittsburgh",300431
1495,5,"2300","1.5",5,8,"Pittsburgh",300431
2175,2,"975","1",6,8,"Pittsburgh",300431
1495,2,"1050","2",3,8,"Pittsburgh",300431
1180,1,"640","1",3,8,"Pittsburgh",300431
1495,3,"810","2",6,8,"Pittsburgh",300431
1955,2,"1020","2",6,8,"Pittsburgh",300431
1500,2,"1094","1.5",4,8,"Pittsburgh",300431
850,2,"930","1",5,8,"Pittsburgh",300431
900,2,"921","1",3,8,"Pittsburgh",300431
895,1,"625","1",6,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
1265,1,"750","1",3,8,"Pittsburgh",300431
1750,3,"1012","2",6,8,"Pittsburgh",300431
1660,1,"620","1",6,8,"Pittsburgh",300431
1345,1,"750","1",5,8,"Pittsburgh",300431
825,0,"450","1",5,8,"Pittsburgh",300431
1605,1,"620","1",6,8,"Pittsburgh",300431
1375,3,"1100","1.5",0,8,"Pittsburgh",300431
1255,1,"660","1",3,8,"Pittsburgh",300431
1515,2,"1050","2",5,8,"Pittsburgh",300431
1475,1,"1000","1",6,8,"Pittsburgh",300431
795,0,"325","1",6,8,"Pittsburgh",300431
1515,2,"1050","2",5,8,"Pittsburgh",300431
2175,2,"975","1",6,8,"Pittsburgh",300431
