price,bedroom,sqft,bathroom,amenity_count,cityid,pop_class
5000,4,1200.0,2.0,5,4,2
3300,2,853.0,1.0,6,4,2
2045,2,980.0,2.0,6,4,2
2300,2,1000.0,1.0,4,4,2
795,1,1200.0,2.0,3,4,2
1095,1,1500.0,2.0,3,4,2
2442,0,430.0,1.0,8,4,2
4500,3,850.0,1.0,6,4,2
3050,2,630.0,1.0,5,4,2
3400,2,700.0,1.0,6,4,2
6300,2,1250.0,2.0,6,4,2
3350,1,700.0,1.5,5,4,2
2300,0,400.0,1.0,5,4,2
2200,0,400.0,1.0,5,4,2
2800,2,630.0,1.0,5,4,2
2800,2,630.0,1.0,5,4,2
1845,0,230.0,1.0,3,4,2
2050,0,330.0,1.0,5,4,2
2650,1,600.0,1.0,5,4,2
1895,0,230.0,1.0,5,4,2
4000,3,750.0,1.0,3,4,2
3650,2,750.0,1.0,6,4,2
3775,3,750.0,1.0,4,4,2
2900,1,650.0,1.0,7,4,2
4300,2,1400.0,2.0,7,4,2
5000,3,2200.0,3.0,7,4,2
4500,3,1578.0,2.0,7,4,2
5000,3,2200.0,3.0,8,4,2
2350,2,745.0,1.0,3,4,2
1585,1,650.0,1.0,5,4,2
2595,2,850.0,2.0,6,4,2
3600,3,1200.0,1.0,5,4,2
3200,3,1656.0,1.0,7,4,2
2900,3,1430.0,1.0,5,4,2
3700,3,1800.0,3.0,6,4,2
2000,1,700.0,1.0,6,4,2
3100,2,865.0,1.0,4,4,2
2275,2,700.0,1.0,5,4,2
2325,2,600.0,1.0,6,4,2
2000,2,1100.0,1.0,6,4,2
2195,2,900.0,1.0,6,4,2
2550,2,950.0,1.0,5,4,2
3200,3,1800.0,2.5,4,4,2
3500,2,1176.0,2.0,6,4,2
1300,3,250.0,1.0,3,4,2
2500,2,1171.0,2.0,4,4,2
2500,2,1125.0,2.0,5,4,2
2400,2,1000.0,1.0,6,4,2
3400,3,1600.0,1.0,4,4,2
2349,2,1040.0,2.0,6,4,2
3000,2,1348.0,1.0,8,4,2
3000,2,1348.0,1.0,6,4,2
2495,2,750.0,1.0,6,4,2
4950,4,2144.0,2.5,6,4,2
2800,2,1100.0,2.0,2,4,2
2700,2,1138.0,2.0,2,4,2
5000,3,2200.0,3.0,8,4,2
2734,1,605.0,1.0,8,4,2
7780,3,1482.0,2.0,9,4,2
2000,2,700.0,1.0,5,4,2
3000,3,1000.0,1.0,3,4,2
2500,1,550.0,1.0,7,4,2
1375,1,675.0,1.0,5,4,2
4195,3,1200.0,1.0,4,4,2
3600,3,1200.0,2.0,8,4,2
1900,1,700.0,1.0,0,4,2
2000,1,700.0,1.0,3,4,2
2200,2,900.0,1.0,0,4,2
2200,2,1100.0,1.0,5,4,2
2000,0,475.0,1.0,4,4,2
1800,1,700.0,1.0,6,4,2
3400,2,1642.0,2.5,6,4,2
2400,1,740.0,1.0,6,4,2
4200,2,1100.0,2.0,7,4,2
2025,1,550.0,1.0,4,4,2
1725,0,487.0,1.0,5,4,2
2100,0,410.0,1.0,7,4,2
3800,3,1400.0,2.0,0,4,2
2100,2,1800.0,1.5,4,4,2
2800,1,1000.0,1.0,0,4,2
2605,1,740.0,1.0,7,4,2
7800,8,2542.0,3.5,5,4,2
2515,1,624.0,1.0,8,4,2
5600,4,1400.0,2.0,7,4,2
1570,2,9999.0,1.0,9,4,2
2400,2,1000.0,1.0,3,4,2
4400,4,1500.0,2.0,5,4,2
2395,2,775.0,1.0,6,4,2
2200,2,850.0,1.0,5,4,2
1575,1,700.0,1.0,4,4,2
2300,1,700.0,1.0,6,4,2
1600,1,778.0,1.0,4,4,2
2400,2,1100.0,1.5,6,4,2
2358,0,430.0,1.0,9,4,2
2105,0,505.0,1.0,8,4,2
4500,2,1100.0,1.0,5,4,2
2150,1,600.0,1.0,5,4,2
2600,2,1300.0,1.0,4,4,2
2095,1,730.0,1.0,5,4,2
2439,2,1000.0,2.0,5,4,2
1839,1,580.0,1.0,5,4,2
2066,2,850.0,1.0,5,4,2
2902,2,1276.0,2.0,5,4,2
3116,2,1216.0,2.0,5,4,2
2583,1,936.0,1.0,5,4,2
2985,1,1235.0,1.0,5,4,2
2256,1,962.0,1.0,5,4,2
5295,2,1037.0,1.5,5,4,2
4495,1,915.0,1.0,5,4,2
2439,1,774.0,1.0,5,4,2
2797,1,1122.0,1.0,5,4,2
3403,1,568.0,1.0,7,4,2
2833,2,1081.0,2.0,3,4,2
3788,1,765.0,1.0,5,4,2
2350,2,975.0,2.0,5,4,2
2114,1,719.0,1.0,5,4,2
2893,2,1045.0,2.0,5,4,2
2506,1,690.0,1.0,5,4,2
4300,2,596.0,1.0,8,4,2
2800,2,1003.0,1.0,5,4,2
2500,0,364.0,1.0,8,4,2
3195,2,1000.0,1.5,5,4,2
3195,2,1000.0,1.5,5,4,2
2950,1,603.0,1.0,8,4,2
2800,3,1280.0,1.0,3,4,2
2200,2,800.0,1.0,3,4,2
2995,1,1000.0,1.0,6,4,2
2600,1,629.0,1.0,7,4,2
2700,3,1100.0,1.0,3,4,2
2400,2,1100.0,1.0,5,4,2
2250,1,490.0,1.0,7,4,2
4650,1,646.0,1.0,5,4,2
2200,0,430.0,1.0,7,4,2
2250,1,580.0,1.0,6,4,2
3100,2,700.0,1.0,5,4,2
2200,1,773.0,1.0,6,4,2
3000,2,1200.0,2.0,5,4,2
2800,2,650.0,1.0,6,4,2
2650,0,425.0,1.0,8,4,2
1966,1,560.0,1.0,5,4,2
3600,3,1200.0,2.0,4,4,2
1775,1,675.0,1.0,5,4,2
3900,2,1300.0,1.5,4,4,2
1800,1,950.0,1.0,6,4,2
2736,0,423.0,1.0,9,4,2
2300,2,1100.0,1.0,5,4,2
6510,2,1265.0,2.0,8,4,2
3850,1,730.0,1.0,8,4,2
1700,1,800.0,1.0,4,4,2
2995,1,535.0,1.0,6,4,2
2000,1,700.0,1.0,4,4,2
1604,0,300.0,1.0,6,4,2
1700,1,670.0,1.0,6,4,2
2950,4,1040.0,1.0,4,4,2
2550,1,600.0,1.0,6,4,2
3300,2,800.0,2.0,6,4,2
3300,2,800.0,1.0,5,4,2
4000,2,1200.0,2.0,6,4,2
3000,2,1700.0,2.0,7,4,2
1800,1,600.0,1.0,5,4,2
1750,1,650.0,1.0,7,4,2
3200,2,1100.0,1.5,8,4,2
2050,1,650.0,1.0,8,4,2
1950,2,900.0,1.0,6,4,2
3700,2,800.0,1.0,6,4,2
1900,0,249.0,1.0,6,4,2
2750,3,1200.0,1.0,5,4,2
1874,1,700.0,1.0,3,4,2
1404,1,564.0,1.0,3,4,2
1700,1,575.0,1.0,5,4,2
1819,2,875.0,1.0,3,4,2
1675,1,705.0,1.0,3,4,2
1695,1,675.0,1.0,3,4,2
2500,2,1200.0,1.0,6,4,2
7000,4,1780.0,3.0,6,4,2
3095,1,535.0,1.0,6,4,2
4895,3,1060.0,1.5,7,4,2
2250,1,490.0,1.0,7,4,2
1995,0,405.0,1.0,6,4,2
2200,1,855.0,1.0,6,4,2
3500,4,1350.0,2.0,7,4,2
3350,2,964.0,1.0,7,4,2
3800,3,2400.0,2.5,5,4,2
2535,1,768.0,1.0,7,4,2
3000,1,430.0,1.0,8,4,2
3000,1,430.0,1.0,8,4,2
3000,1,659.0,1.0,8,4,2
2800,2,1600.0,2.5,5,4,2
1900,2,900.0,1.0,4,4,2
5900,5,1700.0,2.0,7,4,2
3000,2,1000.0,1.0,3,4,2
2095,1,668.0,1.0,8,4,2
4275,2,1000.0,1.5,8,4,2
4200,2,950.0,1.0,8,4,2
4250,2,1000.0,1.5,8,4,2
7350,5,1800.0,2.0,8,4,2
3200,2,924.0,2.0,4,4,2
5340,2,940.0,1.0,5,4,2
4500,3,1660.0,2.5,4,4,2
4000,4,2085.0,3.0,7,4,2
1850,1,700.0,1.0,4,4,2
2400,2,1000.0,1.0,7,4,2
3350,2,964.0,1.0,6,4,2
2800,1,650.0,1.0,6,4,2
1725,0,487.0,1.0,5,4,2
2000,3,1200.0,1.0,6,4,2
3200,3,1300.0,1.0,4,4,2
1979,2,675.0,1.0,5,4,2
1597,1,300.0,1.0,5,4,2
2525,2,700.0,1.0,8,4,2
2350,1,750.0,1.0,5,4,2
2100,1,600.0,1.0,8,4,2
2500,2,800.0,1.0,3,4,2
2395,1,756.0,1.0,7,4,2
2266,2,1114.0,2.0,7,4,2
2100,1,582.0,1.0,8,4,2
2500,3,1100.0,1.0,8,4,2
2850,3,1050.0,1.0,4,4,2
3440,2,675.0,1.0,3,4,2
1959,1,847.0,1.0,6,4,2
2800,1,650.0,1.0,5,4,2
3200,2,1029.0,1.0,7,4,2
2300,2,1085.0,1.0,4,4,2
2400,1,624.0,1.0,5,4,2
2450,2,1200.0,1.0,5,4,2
1795,2,775.0,1.0,3,4,2
1725,2,785.0,1.0,3,4,2
1450,2,750.0,1.0,5,4,2
3000,3,1100.0,1.0,2,4,2
1995,0,405.0,1.0,6,4,2
2250,1,490.0,1.0,7,4,2
3400,5,1850.0,2.0,3,4,2
1826,2,792.0,1.0,5,4,2
2950,2,1000.0,1.0,9,4,2
3100,2,1100.0,1.5,6,4,2
2312,2,1031.0,2.0,5,4,2
2255,2,925.0,1.5,5,4,2
3289,2,1208.0,2.0,5,4,2
2625,1,1046.0,1.0,5,4,2
2454,1,842.0,1.0,5,4,2
2851,1,1231.0,1.0,5,4,2
2656,1,1076.0,1.0,5,4,2
3650,3,1950.0,2.5,8,4,2
2950,2,1062.0,2.0,6,4,2
1750,3,900.0,1.0,4,4,2
2200,1,1000.0,1.0,10,4,2
2300,3,800.0,1.0,5,4,2
2695,2,850.0,1.0,4,4,2
3160,2,1060.0,2.0,11,4,2
3610,1,755.0,1.0,5,4,2
2995,1,914.0,1.0,5,4,2
4094,2,1339.0,2.0,5,4,2
2999,0,465.0,1.0,7,4,2
2604,1,899.0,1.0,3,4,2
4284,1,829.0,1.0,5,4,2
2350,2,975.0,2.0,5,4,2
2511,1,747.0,1.0,5,4,2
2400,2,1100.0,1.0,4,4,2
4895,3,1060.0,1.5,7,4,2
7000,4,1780.0,3.0,6,4,2
3450,2,1073.0,2.0,7,4,2
2650,1,708.0,1.0,3,4,2
2850,3,1450.0,2.0,4,4,2
2250,1,490.0,1.0,7,4,2
3900,2,1100.0,1.0,5,4,2
2450,2,1200.0,1.0,5,4,2
1995,0,405.0,1.0,6,4,2
2200,0,430.0,1.0,6,4,2
2300,0,640.0,1.0,9,4,2
3200,3,1000.0,1.0,3,4,2
2967,2,1000.0,2.0,8,4,2
1150,1,450.0,1.0,4,4,2
2090,1,681.0,1.0,7,4,2
1824,1,700.0,1.0,3,4,2
2600,4,1506.0,1.0,4,4,2
2225,1,652.0,1.0,5,4,2
2050,1,1050.0,1.0,8,4,2
2399,1,750.0,1.0,6,4,2
2188,3,1450.0,1.5,6,4,2
3731,2,1050.0,2.0,8,4,2
1893,2,1070.0,1.0,6,4,2
1473,0,358.0,1.0,6,4,2
2700,2,1000.0,1.0,6,4,2
2395,2,775.0,1.0,6,4,2
2200,1,855.0,1.0,6,4,2
3600,3,1600.0,2.0,4,4,2
2900,3,1600.0,2.0,6,4,2
2650,1,600.0,1.0,3,4,2
2400,0,450.0,1.0,3,4,2
2300,0,400.0,1.0,7,4,2
2600,2,1200.0,1.5,4,4,2
2784,1,650.0,1.0,8,4,2
2350,1,600.0,1.0,5,4,2
2600,2,850.0,1.0,7,4,2
4849,2,1194.0,2.0,8,4,2
1986,1,560.0,1.0,5,4,2
1600,1,800.0,1.0,4,4,2
3270,2,700.0,1.0,8,4,2
2500,2,1014.0,1.0,6,4,2
3097,3,1666.0,2.0,4,4,2
2550,1,720.0,1.0,6,4,2
3475,0,508.0,1.0,9,4,2
5000,3,2200.0,3.0,8,4,2
4498,2,1010.0,2.0,10,4,2
3971,2,860.0,2.0,10,4,2
3199,1,585.0,1.0,10,4,2
3174,1,756.0,1.0,10,4,2
2712,0,496.0,1.0,10,4,2
2702,0,526.0,1.0,10,4,2
2600,2,860.0,1.0,4,4,2
3700,2,825.0,1.0,7,4,2
1750,2,900.0,1.0,0,4,2
2999,3,1200.0,1.0,4,4,2
1000,5,4500.0,2.0,3,4,2
1150,2,625.0,1.0,3,4,2
2900,2,1000.0,1.0,6,4,2
2734,2,1000.0,1.0,3,4,2
3300,2,980.0,2.0,10,4,2
1600,1,650.0,1.0,4,4,2
2280,1,825.0,1.0,3,4,2
5800,5,2200.0,2.0,6,4,2
2350,2,950.0,1.0,3,4,2
3200,1,725.0,1.0,4,4,2
2700,3,1100.0,1.0,3,4,2
2525,2,1000.0,1.0,6,4,2
3200,3,1300.0,1.0,5,4,2
2050,1,785.0,1.0,8,4,2
2185,1,947.0,2.0,7,4,2
6000,4,3200.0,2.5,5,4,2
1250,0,400.0,1.0,4,4,2
2275,1,690.0,1.0,5,4,2
5000,3,2200.0,3.0,8,4,2
2790,3,900.0,1.0,8,4,2
5500,5,2000.0,2.0,4,4,2
2900,2,1200.0,1.0,5,4,2
2699,1,678.0,1.0,8,4,2
2250,2,1050.0,1.0,3,4,2
2850,3,1100.0,1.5,6,4,2
3900,2,750.0,1.0,5,4,2
2400,2,950.0,1.0,7,4,2
2000,1,700.0,1.0,6,4,2
1944,1,809.0,1.0,6,4,2
3200,2,1276.0,2.0,5,4,2
1500,1,270.0,1.0,3,4,2
1265,1,782.0,1.0,7,5,1
1446,2,811.0,1.0,3,5,1
1439,1,720.0,1.0,3,5,1
1755,2,1167.0,2.0,5,5,1
1970,3,1200.0,2.0,8,5,1
2273,3,1320.0,2.0,3,5,1
1598,2,996.0,2.0,6,5,1
1710,2,1040.0,2.0,5,5,1
1653,2,960.0,2.0,3,5,1
1550,2,1009.0,2.0,7,5,1
1598,2,996.0,2.0,7,5,1
1610,2,1038.0,2.0,3,5,1
1605,2,983.0,2.0,5,5,1
1647,3,1195.0,2.0,3,5,1
1561,1,792.0,1.0,3,5,1
1651,2,1003.0,2.0,7,5,1
1486,1,740.0,1.0,3,5,1
1743,1,800.0,1.0,8,5,1
2050,3,1253.0,2.0,5,5,1
1362,2,811.0,2.0,3,5,1
1775,2,1134.0,2.0,2,5,1
1605,2,983.0,2.0,5,5,1
1540,1,792.0,1.0,3,5,1
1395,1,695.0,1.0,3,5,1
1970,3,1200.0,2.0,8,5,1
1777,3,1204.0,2.0,7,5,1
1628,2,960.0,2.0,3,5,1
1605,2,983.0,2.0,5,5,1
1435,2,811.0,2.0,3,5,1
1566,2,980.0,2.0,3,5,1
1406,1,792.0,1.0,3,5,1
1649,1,768.0,1.0,2,5,1
1605,2,983.0,2.0,5,5,1
1443,1,681.0,1.0,3,5,1
1440,1,732.0,1.0,5,5,1
1403,1,732.0,1.0,6,5,1
1628,2,960.0,2.0,3,5,1
2285,3,1445.0,2.0,6,5,1
2285,3,1445.0,2.0,6,5,1
2285,3,1445.0,2.0,6,5,1
1710,2,1040.0,2.0,5,5,1
1739,1,800.0,1.0,8,5,1
1570,2,1152.0,2.0,3,5,1
1730,2,1121.0,2.0,3,5,1
1710,2,1040.0,2.0,5,5,1
1695,2,1062.0,2.0,6,5,1
1647,3,1195.0,2.0,3,5,1
1599,2,1102.0,2.0,7,5,1
1649,1,768.0,1.0,2,5,1
1785,2,900.0,2.0,6,5,1
1395,1,695.0,1.0,3,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
1425,1,732.0,1.0,5,5,1
1372,1,660.0,1.0,8,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
1651,2,1003.0,2.0,7,5,1
2100,2,1250.0,2.0,6,5,1
389,1,398.0,1.0,6,5,1
389,1,398.0,1.0,6,5,1
2098,3,1355.0,2.0,7,5,1
1879,2,1121.0,2.0,3,5,1
2043,2,1128.0,2.0,6,5,1
389,1,395.0,1.0,5,5,1
1710,2,1040.0,2.0,5,5,1
1295,1,701.0,1.0,8,5,1
1550,2,1006.0,2.0,7,5,1
1199,1,660.0,1.0,6,5,1
1424,1,867.0,1.0,6,5,1
1824,2,950.0,2.0,8,5,1
389,1,395.0,1.0,5,5,1
2768,3,1361.0,2.0,7,5,1
389,1,395.0,1.0,5,5,1
1350,1,572.0,1.0,6,5,1
1450,2,961.0,2.0,7,5,1
1269,1,731.0,1.0,6,5,1
1585,2,825.0,1.0,5,5,1
1400,1,724.0,1.0,7,5,1
2504,3,1235.0,2.0,8,5,1
1668,2,977.0,2.0,6,5,1
2400,3,1244.0,2.0,7,5,1
1375,1,605.0,1.0,7,5,1
1750,2,1093.0,2.0,8,5,1
2093,2,1046.0,2.0,6,5,1
389,1,395.0,1.0,5,5,1
1797,3,1195.0,2.0,3,5,1
1125,0,450.0,1.0,6,5,1
389,1,395.0,1.0,7,5,1
1585,3,1232.0,2.0,3,5,1
1560,1,689.0,1.0,3,5,1
1802,3,1204.0,2.0,3,5,1
389,1,395.0,1.0,5,5,1
389,1,395.0,1.0,5,5,1
2210,3,1320.0,2.0,3,5,1
1798,2,960.0,2.0,6,5,1
1425,1,732.0,1.0,5,5,1
1400,2,725.0,1.0,6,5,1
389,1,395.0,1.0,7,5,1
1689,2,1121.0,2.0,3,5,1
1598,2,1054.0,2.0,3,5,1
389,2,395.0,1.0,5,5,1
1449,1,684.0,1.0,6,5,1
389,1,398.0,1.0,8,5,1
389,1,395.0,1.0,5,5,1
1403,1,732.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,7,5,1
389,1,398.0,1.0,8,5,1
1235,1,704.0,1.0,5,5,1
1637,2,1067.0,2.0,3,5,1
389,1,395.0,1.0,7,5,1
1730,2,1121.0,2.0,3,5,1
1869,2,1042.0,2.0,6,5,1
1425,1,732.0,1.0,5,5,1
3095,4,1750.0,2.0,6,5,1
1800,2,1200.0,2.0,6,5,1
2125,3,1200.0,2.0,6,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,7,5,1
1705,2,925.0,2.0,5,5,1
1678,2,1025.0,2.0,3,5,1
1692,2,975.0,2.0,3,5,1
1691,2,925.0,1.0,3,5,1
1498,1,800.0,1.0,3,5,1
1436,1,695.0,1.0,3,5,1
1413,1,700.0,1.0,3,5,1
1353,1,600.0,1.0,3,5,1
1356,1,732.0,1.0,7,5,1
1975,3,1194.0,2.0,7,5,1
2197,3,1320.0,2.0,3,5,1
1605,2,983.0,2.0,5,5,1
1785,3,1232.0,2.0,3,5,1
1807,3,1204.0,2.0,7,5,1
1199,0,380.0,1.0,5,5,1
1950,2,1130.0,2.0,5,5,1
1395,1,695.0,1.0,3,5,1
1945,2,900.0,2.0,6,5,1
1639,2,960.0,2.0,3,5,1
1659,1,953.0,1.0,5,5,1
389,1,395.0,1.0,5,5,1
1362,2,811.0,2.0,3,5,1
1354,1,732.0,1.0,5,5,1
1605,2,983.0,2.0,5,5,1
389,1,395.0,1.0,5,5,1
2000,3,1680.0,2.0,4,5,1
389,1,395.0,1.0,5,5,1
1799,2,1263.0,2.5,7,5,1
1647,2,960.0,2.0,3,5,1
1869,2,979.0,2.5,6,5,1
389,1,395.0,1.0,5,5,1
389,1,395.0,1.0,5,5,1
1599,2,1067.0,2.0,3,5,1
1840,2,950.0,2.0,8,5,1
1918,1,848.0,1.0,6,5,1
389,1,395.0,1.0,7,5,1
1648,2,1003.0,2.0,7,5,1
389,1,395.0,1.0,7,5,1
1714,2,1042.0,2.0,6,5,1
1539,2,980.0,2.0,3,5,1
389,1,395.0,1.0,7,5,1
1430,1,826.0,1.0,5,5,1
1710,2,1040.0,2.0,5,5,1
1362,2,789.0,1.0,6,5,1
389,1,398.0,1.0,6,5,1
1777,3,1204.0,2.0,7,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
1582,1,792.0,1.0,3,5,1
1590,2,1009.0,2.0,7,5,1
1785,3,1232.0,2.0,3,5,1
1400,2,935.0,2.0,3,5,1
1489,1,755.0,1.0,3,5,1
1400,2,935.0,2.0,5,5,1
1425,1,732.0,1.0,5,5,1
1449,1,638.0,1.0,6,5,1
1356,1,732.0,1.0,7,5,1
1560,1,820.0,1.0,7,5,1
1395,1,695.0,1.0,3,5,1
2600,3,1323.0,2.0,7,5,1
1275,1,713.0,1.0,7,5,1
1475,2,808.0,2.0,7,5,1
1834,2,1121.0,2.0,6,5,1
1299,1,615.0,1.0,6,5,1
1518,1,794.0,1.0,6,5,1
1752,2,960.0,2.0,3,5,1
1072,0,540.0,1.0,8,5,1
2025,3,1239.0,2.0,3,5,1
2175,3,1444.0,2.0,7,5,1
1481,2,847.0,2.0,8,5,1
1789,2,952.0,1.0,6,5,1
1399,2,964.0,2.0,5,5,1
2258,2,1241.0,2.0,6,5,1
1350,2,900.0,1.0,6,5,1
1585,2,825.0,1.0,5,5,1
1525,1,796.0,1.0,8,5,1
1891,2,970.0,1.0,8,5,1
1700,2,960.0,2.0,6,5,1
2020,3,1152.0,2.0,7,5,1
1598,2,996.0,2.0,7,5,1
2060,2,965.0,2.0,7,5,1
1534,1,742.0,1.0,6,5,1
2709,3,1217.0,2.0,7,5,1
1719,2,1121.0,2.0,3,5,1
1550,2,1009.0,2.0,7,5,1
2245,3,1654.0,2.5,7,5,1
1425,1,732.0,1.0,5,5,1
1720,2,1121.0,2.0,3,5,1
1587,2,1190.0,2.0,3,5,1
1637,2,1067.0,2.0,3,5,1
1539,1,797.0,1.0,5,5,1
1618,2,1003.0,2.0,7,5,1
1340,1,695.0,1.0,3,5,1
1125,0,450.0,1.0,6,5,1
1695,2,900.0,2.0,6,5,1
1799,2,1076.0,2.0,6,5,1
2550,3,1200.0,2.0,8,5,1
225,6,3100.0,4.5,5,5,1
1628,2,960.0,2.0,3,5,1
1354,1,732.0,1.0,7,5,1
1515,2,1009.0,2.0,7,5,1
1582,1,792.0,1.0,3,5,1
1613,2,1067.0,2.0,3,5,1
1425,1,732.0,1.0,5,5,1
1906,2,1120.0,2.0,6,5,1
1577,2,800.0,1.0,5,5,1
1598,2,1054.0,2.0,3,5,1
1354,1,732.0,1.0,5,5,1
1794,2,1150.0,2.0,8,5,1
1275,1,720.0,1.0,7,5,1
1450,2,961.0,2.0,7,5,1
1757,2,1150.0,2.0,3,5,1
1705,2,925.0,2.0,5,5,1
1350,1,572.0,1.0,6,5,1
2592,3,1400.0,2.0,6,5,1
1463,1,882.0,1.0,3,5,1
1400,2,725.0,1.0,6,5,1
1370,1,681.0,1.0,3,5,1
1425,1,732.0,1.0,5,5,1
1775,2,900.0,2.0,6,5,1
1480,1,792.0,1.0,3,5,1
1985,3,1335.0,2.0,8,5,1
1802,3,1204.0,2.0,7,5,1
1496,1,940.0,1.0,3,5,1
1552,2,1190.0,2.0,3,5,1
3095,4,1750.0,2.0,6,5,1
1755,2,1167.0,2.0,5,5,1
2020,2,972.0,2.0,7,5,1
1550,2,1144.0,2.0,7,5,1
1739,1,800.0,1.0,8,5,1
1598,2,996.0,2.0,6,5,1
1412,1,792.0,1.0,3,5,1
1500,1,689.0,1.0,3,5,1
1516,1,681.0,1.0,3,5,1
1367,1,681.0,1.0,3,5,1
1395,1,695.0,1.0,3,5,1
1818,2,974.0,2.0,6,5,1
1534,2,1067.0,2.0,3,5,1
1687,2,960.0,2.0,3,5,1
1651,2,1003.0,2.0,7,5,1
1605,2,983.0,2.0,5,5,1
1265,1,782.0,1.0,7,5,1
1613,2,996.0,2.0,7,5,1
1560,1,689.0,1.0,3,5,1
1341,1,792.0,1.0,3,5,1
1597,1,940.0,1.0,3,5,1
1356,1,732.0,1.0,6,5,1
1582,1,792.0,1.0,3,5,1
1425,1,732.0,1.0,5,5,1
1970,3,1200.0,2.0,8,5,1
1625,2,1144.0,2.0,7,5,1
1698,2,1038.0,2.0,3,5,1
1582,1,792.0,1.0,3,5,1
1599,2,980.0,2.0,3,5,1
1687,2,960.0,2.0,3,5,1
2200,3,1766.0,2.5,3,5,1
1471,1,732.0,1.0,5,5,1
1755,2,1167.0,2.0,5,5,1
1455,1,730.0,1.0,8,5,1
1550,2,1009.0,2.0,7,5,1
1618,2,1003.0,2.0,7,5,1
1456,2,811.0,1.0,3,5,1
1687,2,960.0,2.0,3,5,1
1711,3,1195.0,2.0,3,5,1
1838,2,1121.0,2.0,3,5,1
1568,2,996.0,2.0,5,5,1
1425,1,732.0,1.0,5,5,1
1743,1,800.0,1.0,8,5,1
1625,2,1144.0,2.0,7,5,1
2124,3,1293.0,2.0,3,5,1
1396,1,720.0,1.0,3,5,1
1710,2,1040.0,2.0,5,5,1
1582,1,792.0,1.0,3,5,1
1598,2,996.0,2.0,7,5,1
1970,3,1200.0,2.0,8,5,1
1700,2,800.0,1.0,6,5,1
1550,2,1009.0,2.0,7,5,1
2273,3,1320.0,2.0,3,5,1
2022,3,1204.0,2.0,5,5,1
1399,2,850.0,2.0,6,5,1
1511,2,1152.0,2.0,3,5,1
1840,2,950.0,2.0,8,5,1
1834,3,1201.0,2.0,3,5,1
1300,2,1100.0,2.0,5,5,1
1860,2,1200.0,2.0,6,5,1
2190,3,1320.0,2.0,3,5,1
1403,1,732.0,1.0,7,5,1
1605,2,983.0,2.0,5,5,1
1743,1,800.0,1.0,8,5,1
1550,2,1009.0,2.0,7,5,1
3000,3,1450.0,2.0,7,5,1
1426,1,792.0,1.0,3,5,1
1615,1,674.0,1.0,8,5,1
1500,1,689.0,1.0,3,5,1
1647,3,1195.0,2.0,3,5,1
2100,3,1842.0,2.0,3,5,1
1950,3,1363.0,2.0,3,5,1
1700,2,1121.0,2.0,3,5,1
1598,2,996.0,2.0,7,5,1
1613,2,1067.0,2.0,3,5,1
2050,3,1253.0,2.0,5,5,1
1590,2,1009.0,2.0,7,5,1
2190,3,1320.0,2.0,3,5,1
1777,3,1204.0,2.0,5,5,1
1560,1,689.0,1.0,3,5,1
2228,2,1181.0,2.0,7,5,1
1475,2,808.0,2.0,7,5,1
2191,2,1022.0,2.0,8,5,1
1705,2,925.0,2.0,5,5,1
1568,1,741.0,1.0,6,5,1
1350,1,572.0,1.0,6,5,1
1599,2,1102.0,2.0,7,5,1
1887,2,1260.0,2.0,6,5,1
1435,1,657.0,1.0,9,5,1
389,1,395.0,1.0,5,5,1
3095,4,1750.0,2.0,6,5,1
1350,1,600.0,1.0,7,5,1
1771,2,1121.0,2.0,3,5,1
2011,3,1345.0,2.0,7,5,1
2078,2,1070.0,2.0,3,5,1
389,1,395.0,1.0,7,5,1
1798,2,960.0,2.0,6,5,1
1825,3,1232.0,2.0,3,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
389,1,398.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
389,1,398.0,1.0,8,5,1
389,1,395.0,1.0,7,5,1
389,1,395.0,1.0,5,5,1
1387,1,740.0,1.0,3,5,1
389,1,398.0,1.0,7,5,1
1987,3,1200.0,2.0,8,5,1
1869,2,1042.0,2.0,6,5,1
1802,3,1204.0,2.0,6,5,1
389,1,395.0,1.0,5,5,1
1395,2,1049.0,2.0,5,5,1
1199,1,660.0,1.0,6,5,1
1450,2,961.0,2.0,7,5,1
1587,2,950.0,2.0,8,5,1
1785,3,1232.0,2.0,3,5,1
1755,2,1167.0,2.0,5,5,1
1695,2,1062.0,2.0,6,5,1
2203,3,1239.0,2.0,3,5,1
1550,2,1006.0,2.0,7,5,1
1370,1,681.0,1.0,3,5,1
1475,2,1009.0,2.0,7,5,1
1597,1,940.0,1.0,3,5,1
2203,3,1320.0,2.0,3,5,1
1771,2,1121.0,2.0,3,5,1
1548,0,546.0,1.0,8,5,1
1637,2,1067.0,2.0,3,5,1
1397,1,681.0,1.0,3,5,1
1564,1,689.0,1.0,3,5,1
1499,2,900.0,2.0,7,5,1
1802,1,1138.0,1.0,6,5,1
1775,2,1134.0,2.0,2,5,1
