date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
Jan 18,"Lovely, Bright, 2BD 1BA Updated Apartment w/ Balcony",https://pittsburgh.craigslist.org/apa/d/pittsburgh-lovely-bright-2bd-1ba/7579997041.html,"$1,300",2br,,Brighton Heights,1,['wednesday 2023-01-25']
Jan 18,2BR 1BA WASHER/DRYER IN UNIT,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2br-1ba-washer-dryer-in-unit/7580003141.html,"$1,200",2br,,CRAFTON,1,"['apartment', 'w/d in unit', 'no smoking', 'street parking', 'rent period: monthly']"
Jan 18,3B/2B Modern SS Home,https://pittsburgh.craigslist.org/apa/d/pittsburgh-3b-2b-modern-ss-home/7575642069.html,"$1,650",3br,950,"68 S. 16th Street, PA",2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Beautiful Space - Historic Building,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-space-historic/7580005092.html,"$1,250",1br,0860,Highland Park,1,['wednesday 2023-01-18']
Jan 18,1/2 off Security Deposit💵,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-off-security-deposit/7575258615.html,$799,1br,,,1,"['application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,1 and 2 Bedroom Unit Now Available!✨,https://pittsburgh.craigslist.org/apa/d/pittsburgh-and-bedroom-unit-now/7575254323.html,$799,1br,,,1,"['application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,2 Bedroom for Rent!,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-for-rent/7575258286.html,$919,2br,,,1,"['application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Come Tour Your New Home!😁🏡,https://pittsburgh.craigslist.org/apa/d/pittsburgh-come-tour-your-new-home/7575258467.html,$799,1br,,Pittsburgh,1,"['air conditioning', 'application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Call NOW!📞 Move in ASAP!⏰,https://pittsburgh.craigslist.org/apa/d/pittsburgh-call-now-move-in-asap/7572277641.html,"$1,199",2br,,,1.5,"['air conditioning', 'application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Don't scroll past your new apartment!,https://pittsburgh.craigslist.org/apa/d/pittsburgh-dont-scroll-past-your-new/7575259254.html,$799,1br,,Pittsburgh,1,"['air conditioning', 'application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,1/2 off Security Deposit💵,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-off-security-deposit/7575257071.html,$1,1br,,,1,"['application fee details: $35 Application Fee Per Person 18+', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,1b With Balcony,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1b-with-balcony/7580002356.html,$915,1br,,"3408 Parkview Avenue,  Pittsburgh, PA",1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"ROSS 3 Bedroom On Calm Cul-de-Sac North Hills SD, AC",https://pittsburgh.craigslist.org/apa/d/pittsburgh-ross-bedroom-on-calm-cul-de/7580000737.html,"$1,250",3br,1150,ROSS TOWNSHIP,1.5,"['air conditioning', 'application fee details: $50', 'duplex', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
Jan 18,Beautiful 2 Bedroom Apartment for Rent!,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-bedroom-apartment/7580000559.html,"$2,117",2br,,Oakland,1,"['apartment', 'laundry on site', 'attached garage', 'rent period: monthly']"
Jan 18,"2 Bedroom River View Apartment Fitness Center, Dog Park",https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-river-view-apartment/7574935333.html,"$2,230",2br,975,"625 Stanwix Street, Pittsburgh, PA",1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
Jan 18,"ROSS 3 Bedroom On Calm Cul-de-Sac North Hills SD, AC",https://pittsburgh.craigslist.org/apa/d/pittsburgh-ross-bedroom-on-calm-cul-de/7579242571.html,"$1,250",3br,1150,ROSS TOWNSHIP,1.5,"['air conditioning', 'application fee details: $50', 'duplex', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
Jan 18,"ROSS 3 Bedroom On Calm Cul-de-Sac North Hills SD, AC",https://pittsburgh.craigslist.org/apa/d/pittsburgh-ross-bedroom-on-calm-cul-de/7579057046.html,"$1,250",3br,1150,ROSS TOWNSHIP,1.5,"['air conditioning', 'application fee details: $50', 'duplex', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
Jan 18,CALL US TODAY TO SCHEDULE A SHOWING!!,https://pittsburgh.craigslist.org/apa/d/coraopolis-call-us-today-to-schedule/7578503320.html,"$1,245",1br,750,"916 Beaver Grade Road, Coraopolis, PA",1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
Jan 18,Crafton Borough One bedroom apartment,https://pittsburgh.craigslist.org/apa/d/pittsburgh-crafton-borough-one-bedroom/7579146266.html,$925,1br,,Hall Street 10 minutes from Downtown,1,"['air conditioning', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
