date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/16,Furnished Studio Apartment,https://spokane.craigslist.org/apa/d/greenacres-furnished-studio-apartment/7579170177.html,"$1,050",0br,,Spokane Valley,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,Kitchens To Die For! Stainless Steel Appliances | Glossy Subway Tile,https://spokane.craigslist.org/apa/d/spokane-kitchens-to-die-for-stainless/7579169741.html,"$1,300",0br,574,Spokane Valley,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'carport', 'rent period: monthly']"
1/16,Studio Apartment. Month To Month!!,https://spokane.craigslist.org/apa/d/greenacres-studio-apartment-month-to/7579168206.html,"$1,050",0br,,Spokane Valley,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,Month to Month Studio Apartment Available!,https://spokane.craigslist.org/apa/d/greenacres-month-to-month-studio/7579167846.html,"$1,050",0br,,Spokane Valley,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,💵🤑💳 SAVE YOUR DOLLARS HERE!!! 💳🤑💵,https://spokane.craigslist.org/apa/d/spokane-save-your-dollars-here/7577748726.html,"$1,446",2br,1025,,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,🐱3 Bed 2 Bath - PET FRIENDLY - Move-in Ready!,https://spokane.craigslist.org/apa/d/spokane-bed-bath-pet-friendly-move-in/7574879399.html,"$1,925",3br,1228,"1605 N River Ridge Blvd Spokane, WA",2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly']"
1/16,🔑 3bed 2bath available $500 off move-in cost! Move in Now!,https://spokane.craigslist.org/apa/d/spokane-3bed-2bath-available-500-off/7575603627.html,"$1,925",3br,1228,Spokane,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly']"
1/16,2 BR Flat!! MOVE IN TODAY!!!,https://spokane.craigslist.org/apa/d/four-lakes-br-flat-move-in-today/7572251255.html,$950,2br,960,Cheney,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/16,North 1226 E Duplex - 3 Bed 1 Bath Brick with a 1 Carport,https://spokane.craigslist.org/apa/d/spokane-north-1226-duplex-bed-bath/7576344478.html,"$1,375",3br,1280,North East Spokane,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'duplex', 'w/d hookups', 'no smoking', 'carport', 'rent period: monthly']"
1/16,"Carolina 616 W - North Spokane Townhome - 4 Bed, 2 Bath & 1 Car Garage",https://spokane.craigslist.org/apa/d/spokane-carolina-616-north-spokane/7577927653.html,"$1,995",4br,1600,"North Spokane, Mead School Disc, Wall & Country Home",2,"['townhouse', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
