date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,AVAILABLE NOW 4 BEDROOM 2 BATHROOM NEAR BALBOA BART MUNI CCSF SFSU,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-available-now-4-bedroom-2/7200487016.html,3950,,,ingleside / SFSU / CCSF,1Ba,"['house', 'no smoking']"
Oct  1,"Clean, Quiet & Spacious 2-Bdrm Apartment Available Immediately",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clean-quiet-spacious-2/7206598882.html,2950,2,,richmond / seacliff,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"PENTHOUSE, WITH PARKING, DOOR-MAN, LUXURY LARGE 1 BR",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-penthouse-with-parking/7206598108.html,3395,1,900.0,downtown / civic / van ness,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,2 MONTHS FREE - Newly Remodeled 1st Floor 3BR/2BA - Rent Controlled!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-newly/7206598060.html,4695,,,mission district,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,BEAUTIFUL MODERN STUDIOS!! - 3 Units AVAILABLE NOW - Van Ness Corridor,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-modern-studios/7206593196.html,1795,,,Van Ness Corridor / Lower Nob Hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,BEAUTIFUL MODERN STUDIOS!! - 3 Units AVAILABLE NOW - Van Ness Corridor,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-modern-studios/7206592788.html,1795,,,Van Ness Corridor / Lower Nob Hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,"In-Home Washers & Dryers, On-site Car Share, 12 Weeks Free",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-in-home-washers-dryers-on/7206597576.html,3135,1,621.0,hayes valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'wheelchair accessible']"
Oct  1,Huge Studio with Wall Division between Living and Sleeping Areas,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-studio-with-wall/7206597243.html,2066,,549.0,financial district,1Ba,"['EV charging', 'application fee details: $50', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking', 'wheelchair accessible']"
Oct  1,Large Studio in Pac. Heights; New Remodel; Pet Friendly!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-in-pac/7206596857.html,2295,,,pacific heights,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,ELEGANTLY RENOVATED MODERN North Beach Studio AVAILABLE NOW!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegantly-renovated/7206593826.html,2095,,,north beach / telegraph hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Gorgeously Remodeled Large 1-Bedroom on Polk/Filbert!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeously-remodeled/7206596691.html,2995,1,,russian hill,1Ba,"['application fee details: $30 per adult', 'apartment', 'no smoking']"
Oct  1,"CORNER LIGHT & BRIGHT 3BD/2BA NEAR THE BEACH, SFSU",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-light-bright-3bd/7203133480.html,3800,3,1350.0,sunset / parkside,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,TOP FLOOR PRIVATE BEDROOM NEAR SFSU & THE BEACH,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-private-bedroom/7194057413.html,1350,1,,sunset / parkside,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Private bedroom near the beach & SFSU,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-bedroom-near-the/7202329739.html,1100,,,sunset / parkside,,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,#LiveTuring Amazing Floor Plans & Open Amenities + Trader Joe's OPEN!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-liveturing-amazing-floor-plans/7205377351.html,3310,2,1155.0,,2Ba,['apartment']
Oct  1,Beautiful Cole Valley Apartment for Rent (Garage Also Available),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-cole-valley/7202435858.html,3500,2,,cole valley / ashbury hts,1Ba,"['flat', 'laundry in bldg', 'attached garage']"
Oct  1,2 Bed 2 Bath in near UCSF - 2 Months Off!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-2-bath-in-near-ucsf/7206595149.html,3663,2,1043.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $50.50', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Advent- Classic SF view in a great location! Updated and luxurious!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-advent-classic-sf-view-in/7202771379.html,2695,1,780.0,inner richmond,1Ba,"['application fee details: 45', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'detached garage']"
Oct  1,Advent-HALF OFF ONE MONTH! Beautifully Renovated Mission Dist Apt,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-advent-half-off-one-month/7204876532.html,2966,2,800.0,mission district,1Ba,"['application fee details: 45', 'apartment', 'w/d in unit', 'detached garage']"
Oct  1,Huge Studio in Powell with Private Deck,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-studio-in-powell/7198613791.html,2349,1,620.0,downtown / civic / van ness,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit']"
Oct  1,Advent- Large condo in the heart of vibrant and hip Mission district a,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-advent-large-condo-in-the/7198473494.html,5795,4,1620.0,mission district,3Ba,"['application fee details: 45', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"Charming 2 story remodeled 2BR/2BA, W/D, parking space",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-2-story/7198021321.html,4600,2,,marina / cow hollow,2Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,RENOVATED NORTH BEACH 2 BEDROOM APARTMENT NOW AVAILABLE!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-north-beach-2/7206594511.html,3195,,,north beach / telegraph hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Beautiful Studio Apt on Chestnut!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-apt-on/7206594239.html,2395,,,marina / cow hollow,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,2 BATH|RETREAT~Quiet~Urban Oasis~~|WHOLE FOODS|EZ Commute to Freeway!|,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bathretreatquieturban/7206591118.html,4650,2,,castro / upper market,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,2 Months Off! 2 Bedroom Available Now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-off-2-bedroom/7206594048.html,3766,2,1040.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $50.50', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,ELEGANTLY RENOVATED MODERN North Beach Studio AVAILABLE NOW!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegantly-renovated/7206594023.html,2095,,,north beach / telegraph hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Beautiful Studio Apt on Chestnut!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-apt-on/7206594239.html,2395,,,marina / cow hollow,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,2 BATH|RETREAT~Quiet~Urban Oasis~~|WHOLE FOODS|EZ Commute to Freeway!|,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bathretreatquieturban/7206591118.html,4650,2,,castro / upper market,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,2 Months Off! 2 Bedroom Available Now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-off-2-bedroom/7206594048.html,3766,2,1040.0,SOMA / south beach,2Ba,"['EV charging', 'application fee details: $50.50', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,ELEGANTLY RENOVATED MODERN North Beach Studio AVAILABLE NOW!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegantly-renovated/7206594023.html,2095,,,north beach / telegraph hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Beautiful 1-Bedroom Apartment in Lower Nob Hill!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-1-bedroom/7206593915.html,1995,1,,lower nob hill,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Gorgeously Remodeled 1BR Apt on Chestnut!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeously-remodeled-1br/7206593583.html,2995,1,,marina / cow hollow,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Beautiful Studio Apt. in Lower Nob Hill!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-apt-in/7206593548.html,1595,,,lower nob hill,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,"Beautiful Large 1 bed 1 bath, with Private Patio In the heart of NOPA",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-large-1-bed-1/7205351898.html,3095,1,,alamo square / nopa,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Two Months Free! South Beach Modern Studio! Close to Caltrain,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-months-free-south/7206588524.html,2175,,,SOMA / south beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site']"
Oct  1,Rent credit! Sunny Renovated 1BR+Bonus Room/Great Location! W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rent-credit-sunny/7206592674.html,2795,1,,mission district,1Ba,"['application fee details: $30 for credit check and process', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Furnished Jr 1 Bedroom Beautiful Spacious Floorplan -Unbeatable Price,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-jr-1-bedroom/7206562590.html,2199,1,,marina / cow hollow,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,October is here and so are the end of the year sales at 50 Jones!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-october-is-here-and-so/7206588013.html,2280,1,524.0,downtown / civic / van ness,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'wheelchair accessible']"
Oct  1,BEAUTIFUL MODERN STUDIOS!! - 3 Units AVAILABLE NOW - Van Ness Corridor,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-modern-studios/7206592788.html,1795,,,Van Ness Corridor / Lower Nob Hill,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,"SOMA 2 bedroom 2 bath with parking, 1072sqft apt for rent",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-2-bedroom-2-bath/7197856206.html,3100,2,1072.0,SOMA / south beach,2Ba,"['apartment', 'w/d in unit', 'carport']"
Oct  1,SPACIOUS 1X1 WITH 8 WEEKS FREE!! SELF-GUIDED+VIRTUAL TOURS OK!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1x1-with-8-weeks/7206579856.html,1674,1,656.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'detached garage']"
Oct  1,"Option to buy: Free rent & credit:Furnished Flat, $7,900",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-option-to-buy-free-rent/7204227403.html,7900,2,1500.0,russian hill,2Ba,"['application fee details: $20 application only.', 'furnished', 'flat', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Gorgeously Remodeled 2BR Apartment near Japantown!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeously-remodeled-2br/7206592178.html,3295,2,,lower pac hts,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,"FAMOUS PRIME LOMBARD STUDIO with no kitcheN, DECK",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-famous-prime-lombard/7204226600.html,2500,,350.0,russian hill,1Ba,"['application fee details: $12', 'furnished', 'apartment', 'no smoking']"
Oct  1,Beautiful Hayes Valley 3br/2ba flat for lease - Virtual Walkthru,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-hayes-valley/7206591898.html,4999,3,1400.0,hayes valley,2Ba,"['application fee details: $35 Credit check Fee', 'flat', 'w/d hookups', 'no smoking', 'street parking']"
Oct  1,"Furnished, Modern 1BR Mission Bay, w/ Gym, close to Caltrain (25)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7206591709.html,3990,1,7200.0,Mission Bay,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"13th Floor Jr One bedroom: Upper Nob Hill, W/D, Two Months Free!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-13th-floor-jr-one-bedroom/7206586386.html,2770,1,,nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,1 Bedroom in a 3bd apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-in-3bd-apartment/7206591518.html,1015,1,,richmond / seacliff,1Ba,"['apartment', 'no smoking']"
Oct  1,"Stunning Apt with Large Kitchen, Private Deck",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-apt-with-large/7204848393.html,3575,3,,potrero hill,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Beautiful 2 bedroom 2 full bath with large yard in Inner Richmond,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-2-bedroom-2/7189321762.html,4195,2,,inner richmond,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Studio new construction on Presidio Ave,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-new-construction/7196333903.html,2195,,,pacific heights,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Newly Remodeled Top Floor 3BR/2BA in Hayes Valley; W/D in Unit; Pet,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-top-floor/7206591329.html,4995,3,,hayes valley,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,Beautiful 4BR in the Haight,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-4br-in-the/7206591319.html,4295,4,,haight ashbury,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,"3 Bed - Walnut or maple cabinets, Grilling area and social kitchen",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-walnut-or-maple/7206580507.html,4637,3,1108.0,western addition,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'attached garage']"
Oct  1,RENTED! TELEGRAPH LANDING- HUGE 1BD/1BA | CUSTOM DESIGN | Rob Orlando,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-telegraph-landing/7194549932.html,4075,1,1000.0,north beach / telegraph hill,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,OUTER RICHMOND |2BD/1BA FLAT | INCLUDES PARKING | Rob Orlando SFRES,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-outer-richmond-2bd-1ba/7198824767.html,3200,2,1050.0,richmond / seacliff,1Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Oct  1,88 KING | SERENE MARINA VIEWS | 2BD/2BA | Rob Orlando SFRES,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-88-king-serene-marina/7193790175.html,4000,2,,SOMA / south beach,2Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,Heaven in the Haight! Renovated with Washer/Dryer and Parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-heaven-in-the-haight/7206590654.html,6950,5,1700.0,haight ashbury,2Ba,"['application fee details: $30 application fee', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,LIVE AND VIRTUAL TOURS NOW AVAILABLE + TWO  MONTH FREE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-and-virtual-tours/7206582920.html,2450,1,,potrero hill,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'wheelchair accessible']"
Oct  1,Large 3 bedroom 2 Bath Apt,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-3-bedroom-2-bath-apt/7202368402.html,3900,3,1200.0,USF / panhandle,2Ba,"['flat', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,3 Bedroom 1.5 Bath Flat in Russian Hill With View!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bedroom-15-bath-flat-in/7202384242.html,4950,3,1000.0,russian hill,1.5Ba,"['apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,Large 2 bedroom 1 Bath Apt with 1 car Parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-2-bedroom-1-bath/7202369538.html,2900,2,850.0,USF / panhandle,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'attached garage']"
Oct  1,Luxury Top Floor Jr. 1x1 w/ 4 WEEKS FREE! $100 Parking!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-top-floor-jr-1x1-4/7206590131.html,2075,1,675.0,bayview,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Bright and Spacious 1Br 1Ba in the heart of Noe Valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-and-spacious-1br/7202368997.html,2500,1,650.0,noe valley,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,"Top Floor Remodeled 2 Br with Extra Office, MUST SEE!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-remodeled-2-br/7202368563.html,4600,2,,nob hill,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Top Floor Large Studio. All utilities included!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-large-studio/7202367658.html,1700,,,tenderloin,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
