price,bedroom,sqft,bathroom,amenity_count,cityID
1295,2,952.0,1.0,7,9
1425,2,952.0,1.0,3,9
1460,2,984.0,2.0,7,9
1255,1,727.0,1.0,7,9
1495,2,995.0,1.0,6,9
1150,1,712.0,1.0,3,9
1300,1,657.0,1.0,8,9
1795,3,1289.0,2.0,5,9
1475,2,995.0,1.0,5,9
1300,0,574.0,1.0,6,9
1655,3,1223.0,2.0,8,9
1447,3,1212.0,2.0,7,9
1446,2,1025.0,2.0,8,9
1900,3,1632.0,2.0,10,9
1800,2,1164.0,1.5,11,9
1000,2,900.0,1.0,9,9
2095,3,1498.0,2.0,6,9
1566,2,1140.0,2.0,8,9
1800,3,1286.0,2.0,8,9
725,0,311.0,1.0,7,9
